Zipcode,Income,Income per Capita,Population,Population White,Population Black,Population American Indian,Population Asian,Population Hawaiian,Population 2 or more Races,Population Hispanic,Education High School,Education GED,Education Associates,Education Bachelors,Education Masters,Education Professional,Education Doctorate,Age,Median Male Age,Median Female Age
17083,-666666666.0,,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0
17084,49693.0,27448.0,4425.0,4309.0,0.0,0.0,14.0,0.0,73.0,29.0,1020.0,148.0,288.0,396.0,257.0,27.0,10.0,46.6,41.4,48.5
17086,48333.0,23604.0,2264.0,2175.0,17.0,0.0,47.0,0.0,10.0,26.0,838.0,85.0,58.0,127.0,53.0,3.0,12.0,43.0,43.1,42.9
17087,62667.0,25804.0,2867.0,2851.0,2.0,0.0,0.0,0.0,14.0,3.0,848.0,105.0,125.0,206.0,58.0,7.0,3.0,41.5,36.9,44.3
17088,68958.0,27921.0,1005.0,848.0,157.0,0.0,0.0,0.0,0.0,0.0,311.0,29.0,40.0,72.0,0.0,0.0,11.0,32.5,32.5,29.9
17090,53868.0,29090.0,5496.0,5282.0,123.0,0.0,0.0,0.0,91.0,107.0,1461.0,137.0,310.0,396.0,174.0,5.0,0.0,43.2,42.9,43.5
17093,58815.0,19707.0,1379.0,1080.0,37.0,0.0,14.0,0.0,5.0,234.0,292.0,20.0,17.0,48.0,16.0,0.0,0.0,40.1,40.1,41.0
17094,53259.0,23472.0,2810.0,2768.0,12.0,4.0,0.0,0.0,14.0,33.0,741.0,57.0,159.0,129.0,92.0,5.0,6.0,39.6,39.9,39.5
17097,39479.0,21550.0,799.0,784.0,0.0,0.0,4.0,0.0,11.0,0.0,248.0,25.0,31.0,55.0,14.0,0.0,4.0,43.7,43.0,46.2
17098,44853.0,22484.0,2326.0,2247.0,40.0,0.0,3.0,0.0,36.0,59.0,835.0,118.0,154.0,97.0,25.0,0.0,2.0,45.3,42.7,47.1
17099,36974.0,19709.0,1263.0,1263.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,19.0,42.0,67.0,13.0,0.0,0.0,47.8,47.4,52.5
17101,28140.0,26139.0,2127.0,1119.0,747.0,0.0,196.0,0.0,55.0,43.0,489.0,121.0,16.0,204.0,156.0,104.0,59.0,40.2,35.6,41.6
17102,36983.0,32925.0,8034.0,4088.0,3460.0,11.0,140.0,0.0,207.0,897.0,1350.0,374.0,302.0,1137.0,488.0,205.0,108.0,34.8,33.7,36.3
17103,34809.0,17751.0,11443.0,3427.0,6484.0,13.0,640.0,13.0,367.0,1989.0,2390.0,411.0,590.0,763.0,207.0,8.0,10.0,32.5,32.3,32.9
17104,29638.0,15323.0,19856.0,5659.0,10005.0,179.0,966.0,13.0,1195.0,5569.0,3531.0,537.0,724.0,1020.0,366.0,100.0,11.0,29.1,27.5,30.7
17109,48143.0,26894.0,23450.0,15321.0,5378.0,40.0,1098.0,0.0,964.0,2262.0,4847.0,626.0,1603.0,2889.0,1294.0,148.0,53.0,38.0,36.3,39.0
17110,55368.0,30301.0,25031.0,14270.0,8338.0,84.0,1329.0,37.0,741.0,1765.0,4288.0,722.0,1291.0,3474.0,1585.0,613.0,246.0,39.6,37.9,40.5
17111,66830.0,32623.0,32233.0,21267.0,6243.0,47.0,2070.0,0.0,1461.0,2189.0,6309.0,771.0,2172.0,4877.0,1997.0,488.0,281.0,41.4,38.9,43.6
17112,76626.0,37680.0,34719.0,30802.0,1975.0,86.0,835.0,0.0,821.0,1011.0,6704.0,629.0,2391.0,6216.0,2528.0,666.0,232.0,44.3,42.4,46.5
17113,46727.0,20040.0,10567.0,5846.0,3109.0,33.0,8.0,0.0,884.0,1507.0,2789.0,256.0,647.0,667.0,260.0,34.0,8.0,34.7,34.6,34.7
17120,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0
17201,45122.0,23366.0,25962.0,21899.0,2330.0,148.0,412.0,18.0,674.0,3711.0,5991.0,956.0,1153.0,2298.0,1148.0,186.0,107.0,37.3,35.5,39.0
17202,68100.0,33124.0,30242.0,28034.0,1308.0,0.0,566.0,0.0,326.0,1079.0,7957.0,1188.0,1626.0,3124.0,1392.0,253.0,195.0,42.3,41.0,43.1
17210,92396.0,41786.0,128.0,116.0,0.0,0.0,0.0,0.0,12.0,0.0,70.0,0.0,11.0,15.0,5.0,0.0,0.0,41.5,56.2,37.0
17211,41250.0,25386.0,325.0,322.0,0.0,0.0,0.0,0.0,3.0,0.0,138.0,16.0,15.0,8.0,0.0,0.0,0.0,49.1,45.8,50.0
17212,55000.0,22644.0,853.0,838.0,0.0,13.0,0.0,0.0,2.0,0.0,269.0,22.0,31.0,35.0,26.0,0.0,0.0,37.6,37.8,37.5
17213,43611.0,22479.0,617.0,613.0,2.0,0.0,0.0,0.0,2.0,2.0,209.0,10.0,40.0,34.0,8.0,0.0,0.0,42.4,46.3,39.5
17214,45588.0,30050.0,934.0,810.0,70.0,25.0,29.0,0.0,0.0,0.0,279.0,8.0,59.0,47.0,20.0,24.0,0.0,43.7,42.8,43.8
17215,58333.0,22381.0,254.0,243.0,0.0,0.0,0.0,11.0,0.0,11.0,71.0,10.0,4.0,8.0,24.0,0.0,0.0,40.0,36.3,43.3
17217,60625.0,21769.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,4.0,8.0,0.0,5.0,0.0,0.0,38.8,43.5,38.3
17219,46500.0,13988.0,482.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,21.0,9.0,7.0,0.0,0.0,26.8,26.4,33.7
17220,35938.0,19847.0,337.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,5.0,10.0,26.0,4.0,0.0,0.0,41.5,42.2,41.4
17221,35000.0,20012.0,511.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,10.0,26.0,34.0,7.0,0.0,0.0,48.3,45.3,50.8
17222,59427.0,29297.0,10592.0,10108.0,205.0,0.0,63.0,0.0,156.0,310.0,2429.0,459.0,718.0,1321.0,637.0,139.0,140.0,51.1,48.4,53.5
17223,43333.0,20951.0,333.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,4.0,10.0,6.0,12.0,0.0,0.0,48.0,37.4,48.9
17224,50938.0,22850.0,2007.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,799.0,137.0,117.0,31.0,25.0,2.0,3.0,47.5,46.1,48.9
17225,67380.0,30869.0,20127.0,19043.0,585.0,0.0,186.0,0.0,283.0,767.0,5343.0,599.0,1195.0,1534.0,664.0,271.0,64.0,40.0,38.6,40.7
17228,54375.0,23952.0,1168.0,1164.0,0.0,0.0,0.0,0.0,4.0,0.0,375.0,37.0,60.0,64.0,34.0,0.0,4.0,40.2,40.1,40.4
17229,49375.0,22631.0,1313.0,1293.0,0.0,0.0,16.0,0.0,4.0,10.0,474.0,68.0,74.0,59.0,34.0,0.0,3.0,43.0,43.2,42.6
17233,46741.0,24394.0,5168.0,4915.0,193.0,5.0,6.0,0.0,48.0,59.0,1665.0,218.0,237.0,357.0,143.0,28.0,12.0,43.1,42.0,44.5
17235,103831.0,41916.0,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,13.0,92.0,14.0,0.0,0.0,53.6,51.8,53.8
17236,56111.0,26538.0,7850.0,7598.0,187.0,0.0,0.0,0.0,57.0,98.0,2346.0,291.0,471.0,474.0,315.0,24.0,22.0,44.7,42.8,46.0
17237,58333.0,20479.0,1903.0,1726.0,154.0,2.0,8.0,0.0,13.0,35.0,491.0,43.0,125.0,47.0,27.0,2.0,18.0,30.3,28.4,30.6
17238,50991.0,23465.0,1540.0,1506.0,2.0,9.0,0.0,0.0,23.0,11.0,508.0,92.0,62.0,99.0,68.0,3.0,0.0,46.3,46.7,45.7
17239,55000.0,26048.0,247.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,8.0,13.0,15.0,15.0,0.0,0.0,41.6,52.8,29.8
17240,59663.0,22168.0,3904.0,3862.0,34.0,0.0,3.0,0.0,5.0,16.0,986.0,120.0,137.0,199.0,108.0,5.0,16.0,32.6,31.9,33.5
17241,52730.0,25775.0,11367.0,10959.0,72.0,3.0,40.0,0.0,289.0,74.0,3520.0,486.0,547.0,662.0,279.0,49.0,67.0,42.6,41.6,43.5
17243,46250.0,20753.0,1806.0,1774.0,0.0,0.0,0.0,0.0,32.0,66.0,487.0,56.0,59.0,57.0,16.0,16.0,3.0,27.6,29.2,27.1
17244,61786.0,26991.0,2539.0,2481.0,27.0,0.0,12.0,0.0,19.0,91.0,737.0,64.0,108.0,161.0,49.0,0.0,19.0,39.2,39.2,39.2
17246,57143.0,32337.0,176.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,14.0,9.0,0.0,0.0,0.0,0.0,41.5,35.2,47.8
17247,70469.0,32210.0,426.0,413.0,6.0,0.0,0.0,0.0,0.0,7.0,68.0,12.0,0.0,29.0,86.0,0.0,28.0,81.9,81.6,81.9
17249,41000.0,18986.0,415.0,403.0,6.0,0.0,0.0,0.0,6.0,2.0,150.0,15.0,16.0,14.0,6.0,0.0,0.0,45.0,42.6,45.4
17250,-666666666.0,,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0
17251,57250.0,25364.0,181.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,13.0,2.0,15.0,10.0,0.0,2.0,45.5,46.3,45.0
17252,47827.0,24955.0,3684.0,3479.0,64.0,0.0,12.0,0.0,128.0,4.0,1085.0,166.0,145.0,340.0,91.0,14.0,13.0,46.3,46.8,44.3
17253,44167.0,22070.0,270.0,267.0,0.0,1.0,0.0,0.0,2.0,0.0,103.0,6.0,13.0,21.0,6.0,0.0,0.0,36.6,42.0,32.0
17254,-666666666.0,18400.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.5,28.0,-666666666.0
17255,49000.0,27629.0,996.0,986.0,0.0,0.0,0.0,2.0,8.0,5.0,431.0,30.0,29.0,35.0,20.0,0.0,0.0,47.1,48.3,46.1
17256,-666666666.0,25867.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,16.0,16.0,0.0,54.1,37.4,-666666666.0
17257,49614.0,23716.0,29397.0,27121.0,974.0,1.0,280.0,0.0,578.0,1116.0,6298.0,1104.0,1061.0,2186.0,874.0,96.0,271.0,28.9,28.6,29.2
17260,46442.0,20261.0,1212.0,1211.0,1.0,0.0,0.0,0.0,0.0,1.0,427.0,78.0,60.0,46.0,12.0,6.0,0.0,47.1,47.0,47.1
17261,-666666666.0,8945.0,268.0,140.0,104.0,2.0,4.0,0.0,3.0,17.0,52.0,20.0,12.0,0.0,0.0,0.0,0.0,57.3,19.6,72.0
17262,49167.0,18616.0,1745.0,1721.0,6.0,0.0,2.0,0.0,16.0,0.0,336.0,44.0,114.0,119.0,50.0,0.0,4.0,30.9,26.9,32.9
17263,65301.0,40692.0,418.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,63.0,13.0,14.0,0.0,0.0,51.4,66.5,50.1
17264,42723.0,23053.0,2129.0,2112.0,16.0,0.0,0.0,0.0,0.0,4.0,844.0,75.0,130.0,75.0,48.0,0.0,2.0,46.3,44.4,47.3
17265,46667.0,27340.0,641.0,624.0,0.0,0.0,0.0,0.0,17.0,0.0,225.0,16.0,4.0,26.0,9.0,4.0,0.0,35.2,34.7,35.4
17266,50000.0,24140.0,444.0,437.0,4.0,0.0,0.0,0.0,3.0,0.0,123.0,25.0,12.0,26.0,9.0,3.0,0.0,35.3,34.3,35.8
17267,54783.0,26690.0,2823.0,2761.0,31.0,6.0,5.0,3.0,17.0,56.0,952.0,62.0,126.0,147.0,97.0,2.0,14.0,44.4,44.5,43.8
17268,51349.0,26640.0,29491.0,28232.0,616.0,130.0,287.0,29.0,93.0,1259.0,7893.0,1278.0,1800.0,2433.0,1351.0,70.0,107.0,40.7,39.5,42.4
17270,-666666666.0,,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,25.0,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0
17271,44444.0,20935.0,299.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,12.0,3.0,18.0,0.0,0.0,0.0,41.1,22.4,48.5
17272,-666666666.0,17914.0,397.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,81.0,0.0,44.0,0.0,0.0,46.9,36.0,59.8
17301,66899.0,26780.0,4109.0,3997.0,17.0,0.0,18.0,0.0,23.0,161.0,1274.0,146.0,217.0,206.0,167.0,20.0,2.0,43.4,43.4,43.4
17302,63750.0,26860.0,2851.0,2785.0,0.0,30.0,21.0,0.0,15.0,20.0,807.0,103.0,238.0,131.0,85.0,12.0,0.0,39.7,39.2,41.0
17304,64650.0,29112.0,2708.0,2622.0,20.0,0.0,0.0,0.0,14.0,182.0,729.0,121.0,139.0,277.0,64.0,10.0,23.0,42.3,42.5,42.1
17306,49583.0,17705.0,410.0,259.0,27.0,0.0,0.0,0.0,0.0,134.0,124.0,8.0,6.0,26.0,4.0,0.0,0.0,30.6,30.8,30.1
17307,60625.0,28245.0,6007.0,5291.0,66.0,24.0,65.0,0.0,67.0,785.0,1604.0,241.0,325.0,493.0,255.0,29.0,28.0,42.3,40.5,43.8
17309,50938.0,22571.0,2110.0,1843.0,197.0,0.0,37.0,0.0,33.0,0.0,634.0,62.0,121.0,148.0,45.0,0.0,18.0,45.8,42.2,48.6
17311,49250.0,21317.0,252.0,234.0,0.0,0.0,0.0,0.0,18.0,0.0,78.0,12.0,14.0,25.0,12.0,0.0,0.0,36.0,34.7,53.3
17313,57610.0,28436.0,10686.0,10014.0,326.0,0.0,134.0,0.0,126.0,213.0,2853.0,445.0,615.0,1015.0,453.0,85.0,22.0,45.1,43.5,45.7
17314,57292.0,25109.0,5917.0,5745.0,31.0,10.0,51.0,0.0,80.0,49.0,1662.0,158.0,280.0,356.0,38.0,23.0,35.0,40.1,36.9,42.0
17315,62141.0,29303.0,25496.0,24076.0,651.0,0.0,110.0,0.0,608.0,955.0,7263.0,840.0,1593.0,2482.0,1125.0,106.0,89.0,43.4,41.7,44.4
17316,70227.0,30532.0,8373.0,8252.0,20.0,6.0,35.0,0.0,31.0,382.0,2514.0,242.0,428.0,771.0,445.0,19.0,34.0,43.2,42.9,43.7
17317,63958.0,21900.0,838.0,780.0,56.0,0.0,0.0,0.0,2.0,8.0,220.0,14.0,67.0,71.0,27.0,7.0,0.0,34.2,33.8,34.6
17318,38100.0,17406.0,436.0,423.0,0.0,0.0,7.0,0.0,6.0,0.0,137.0,10.0,0.0,48.0,16.0,0.0,0.0,35.7,44.5,34.2
17319,64128.0,28940.0,11411.0,10650.0,80.0,30.0,228.0,0.0,423.0,467.0,2716.0,189.0,788.0,1689.0,414.0,51.0,20.0,38.1,36.6,38.8
17320,70637.0,33310.0,7743.0,7385.0,43.0,14.0,32.0,0.0,221.0,275.0,1811.0,154.0,586.0,971.0,548.0,39.0,33.0,44.1,42.3,44.9
17321,68413.0,29204.0,2352.0,2276.0,13.0,13.0,28.0,0.0,22.0,8.0,616.0,99.0,131.0,139.0,127.0,17.0,4.0,43.7,42.0,45.6
17322,61469.0,25391.0,6342.0,6211.0,38.0,66.0,10.0,0.0,17.0,17.0,2071.0,291.0,229.0,351.0,157.0,44.0,4.0,43.5,40.9,46.4
17324,58578.0,29474.0,3909.0,3648.0,21.0,0.0,21.0,0.0,125.0,243.0,1335.0,155.0,201.0,178.0,118.0,12.0,23.0,45.5,45.5,45.2
17325,59222.0,28628.0,28128.0,25019.0,862.0,17.0,324.0,0.0,854.0,2190.0,5662.0,974.0,1245.0,2819.0,1700.0,417.0,401.0,42.2,39.3,45.2
17327,62879.0,29042.0,7461.0,7338.0,55.0,0.0,38.0,0.0,30.0,89.0,2111.0,262.0,343.0,655.0,292.0,45.0,43.0,47.0,46.3,47.8
17329,81477.0,32466.0,2523.0,2518.0,0.0,0.0,0.0,0.0,0.0,17.0,819.0,54.0,100.0,185.0,112.0,40.0,0.0,48.1,46.6,49.4
17331,58670.0,28727.0,51039.0,47324.0,702.0,0.0,640.0,0.0,1173.0,2260.0,13714.0,1859.0,2921.0,4697.0,2025.0,289.0,239.0,42.2,40.9,43.5
17339,70603.0,39179.0,6754.0,6550.0,56.0,3.0,10.0,0.0,98.0,84.0,1625.0,192.0,451.0,1151.0,254.0,111.0,6.0,47.2,45.4,49.2
17340,64112.0,29301.0,10939.0,10648.0,50.0,0.0,0.0,0.0,205.0,94.0,2557.0,412.0,740.0,1087.0,467.0,40.0,16.0,42.0,40.5,42.7
17343,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0
17344,47545.0,22962.0,3600.0,3449.0,0.0,0.0,1.0,0.0,77.0,73.0,1104.0,109.0,167.0,137.0,83.0,54.0,1.0,36.6,31.3,41.6
17345,58099.0,28440.0,7918.0,7363.0,86.0,0.0,56.0,0.0,213.0,401.0,2580.0,490.0,362.0,691.0,132.0,0.0,0.0,43.1,42.9,43.5
17347,73546.0,28381.0,6393.0,5987.0,197.0,16.0,50.0,7.0,124.0,134.0,1464.0,209.0,483.0,668.0,274.0,34.0,25.0,37.9,35.4,41.0
17349,81507.0,35128.0,7093.0,6802.0,216.0,15.0,48.0,0.0,12.0,326.0,1304.0,209.0,365.0,1257.0,420.0,53.0,69.0,45.1,45.6,43.9
17350,58237.0,24556.0,13432.0,11898.0,258.0,10.0,81.0,0.0,338.0,1300.0,4007.0,642.0,651.0,773.0,457.0,43.0,31.0,43.4,42.7,44.0
17352,58125.0,27279.0,1209.0,1165.0,5.0,0.0,0.0,0.0,39.0,9.0,281.0,55.0,31.0,102.0,32.0,6.0,4.0,45.2,43.9,45.6
17353,67009.0,31703.0,3458.0,3439.0,0.0,0.0,6.0,0.0,0.0,44.0,814.0,176.0,243.0,436.0,206.0,18.0,9.0,47.5,48.5,46.6
17355,58125.0,25233.0,246.0,232.0,10.0,0.0,0.0,0.0,4.0,1.0,62.0,8.0,8.0,19.0,9.0,0.0,0.0,38.8,27.7,46.0
17356,59457.0,26637.0,21307.0,19946.0,869.0,0.0,170.0,21.0,213.0,732.0,5247.0,786.0,1011.0,1691.0,738.0,117.0,205.0,39.9,39.4,40.6
17360,73875.0,34543.0,6581.0,6302.0,223.0,23.0,28.0,0.0,5.0,162.0,1375.0,168.0,488.0,817.0,363.0,138.0,21.0,40.2,41.2,38.8
17361,72813.0,34008.0,6259.0,5915.0,262.0,0.0,68.0,0.0,0.0,167.0,1409.0,149.0,390.0,900.0,345.0,63.0,44.0,44.9,41.4,48.9
17362,67171.0,29574.0,13636.0,12939.0,279.0,0.0,158.0,34.0,145.0,382.0,4179.0,481.0,726.0,1287.0,605.0,107.0,18.0,43.3,41.9,44.8
17363,75208.0,33389.0,9306.0,9104.0,45.0,0.0,58.0,0.0,82.0,191.0,2114.0,297.0,533.0,1302.0,420.0,62.0,58.0,46.2,46.6,44.9
17364,53702.0,27200.0,3507.0,3419.0,20.0,0.0,13.0,0.0,35.0,106.0,1055.0,185.0,182.0,269.0,90.0,43.0,0.0,46.8,46.6,47.2
17365,61942.0,28211.0,2346.0,2332.0,0.0,0.0,0.0,0.0,14.0,1.0,822.0,178.0,82.0,132.0,50.0,19.0,2.0,49.8,47.3,50.6
17366,51362.0,23678.0,5778.0,5091.0,248.0,13.0,33.0,0.0,319.0,134.0,1454.0,354.0,389.0,290.0,80.0,3.0,38.0,37.7,40.4,36.1
17368,55810.0,32647.0,7224.0,6915.0,64.0,35.0,20.0,0.0,141.0,211.0,2236.0,326.0,374.0,527.0,213.0,127.0,9.0,48.6,45.4,51.0
17370,69324.0,31644.0,4852.0,4673.0,55.0,3.0,1.0,0.0,92.0,126.0,1213.0,260.0,214.0,367.0,183.0,20.0,20.0,41.2,37.8,42.9
17371,74545.0,30248.0,322.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,10.0,31.0,17.0,21.0,0.0,0.0,53.9,49.9,56.6
17372,67625.0,27440.0,4339.0,3736.0,25.0,0.0,44.0,0.0,74.0,627.0,1115.0,202.0,283.0,267.0,118.0,41.0,39.0,41.3,41.7,40.6
17401,26788.0,13477.0,18386.0,9517.0,6017.0,38.0,125.0,13.0,1211.0,6502.0,3726.0,626.0,811.0,878.0,198.0,7.0,47.0,27.9,27.2,29.0
17402,59879.0,30352.0,37461.0,31606.0,2972.0,69.0,1479.0,7.0,811.0,2884.0,8022.0,1039.0,2169.0,5189.0,2285.0,424.0,232.0,41.1,38.0,43.8
17403,51498.0,30356.0,38730.0,30398.0,4896.0,21.0,816.0,0.0,1178.0,6396.0,7455.0,1372.0,1983.0,4102.0,1885.0,776.0,265.0,37.5,37.4,37.5
17404,51758.0,28076.0,35351.0,27630.0,4570.0,36.0,558.0,0.0,1837.0,3774.0,7934.0,1223.0,2557.0,3455.0,1443.0,502.0,160.0,38.2,36.0,40.1
17406,58544.0,28007.0,23328.0,21489.0,945.0,13.0,316.0,0.0,502.0,1115.0,5961.0,703.0,1434.0,2568.0,1021.0,73.0,116.0,40.5,39.0,42.4
17407,81250.0,29723.0,2366.0,2188.0,23.0,0.0,49.0,0.0,104.0,0.0,511.0,58.0,172.0,273.0,152.0,21.0,5.0,38.8,39.1,38.6
17408,66347.0,30374.0,23077.0,21334.0,1048.0,0.0,262.0,0.0,304.0,874.0,6305.0,612.0,1473.0,2686.0,1076.0,185.0,96.0,43.8,43.0,44.7
17501,55000.0,27408.0,4214.0,4131.0,5.0,0.0,24.0,0.0,54.0,213.0,1099.0,113.0,281.0,545.0,174.0,6.0,33.0,39.3,36.9,40.8
17502,72404.0,30111.0,2753.0,2737.0,0.0,0.0,16.0,0.0,0.0,24.0,821.0,107.0,160.0,270.0,41.0,18.0,16.0,39.3,39.5,38.7
17505,54167.0,21022.0,2204.0,2129.0,55.0,0.0,13.0,0.0,0.0,41.0,312.0,28.0,72.0,74.0,39.0,8.0,24.0,28.2,28.7,27.7
17507,-666666666.0,,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0
17508,98269.0,41347.0,530.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,43.0,34.0,10.0,0.0,0.0,48.3,48.0,48.5
17509,63480.0,22493.0,4942.0,4806.0,79.0,5.0,10.0,0.0,40.0,64.0,770.0,81.0,124.0,298.0,125.0,26.0,9.0,26.2,25.4,27.7
17512,49028.0,24542.0,18026.0,16223.0,1036.0,0.0,76.0,0.0,593.0,1924.0,5012.0,822.0,937.0,1678.0,476.0,66.0,91.0,38.9,39.0,38.7
17516,68900.0,31847.0,4360.0,4320.0,0.0,13.0,0.0,0.0,18.0,115.0,1297.0,172.0,229.0,574.0,143.0,0.0,46.0,45.9,45.9,45.9
17517,64477.0,28853.0,16428.0,15792.0,129.0,29.0,385.0,0.0,46.0,467.0,3933.0,545.0,841.0,1596.0,516.0,90.0,52.0,38.3,38.4,38.3
17518,55500.0,20983.0,1434.0,1424.0,6.0,0.0,4.0,0.0,0.0,0.0,347.0,19.0,27.0,54.0,26.0,3.0,5.0,29.0,31.1,28.5
17519,68206.0,22800.0,7514.0,6947.0,136.0,0.0,129.0,0.0,96.0,544.0,1374.0,240.0,320.0,377.0,59.0,0.0,11.0,29.9,30.7,29.7
17520,78495.0,33465.0,4642.0,4393.0,32.0,0.0,128.0,0.0,27.0,443.0,1057.0,117.0,300.0,660.0,263.0,84.0,35.0,44.0,45.3,41.5
17522,55337.0,25743.0,33628.0,31341.0,562.0,133.0,661.0,7.0,336.0,1518.0,7189.0,1398.0,1501.0,3413.0,1192.0,236.0,124.0,38.3,37.0,39.3
17527,59149.0,25787.0,6020.0,5716.0,39.0,0.0,34.0,0.0,215.0,162.0,1340.0,202.0,190.0,325.0,153.0,12.0,4.0,32.4,31.7,34.2
17529,55216.0,23299.0,4628.0,4338.0,27.0,0.0,263.0,0.0,0.0,264.0,697.0,109.0,122.0,326.0,92.0,0.0,0.0,35.4,35.3,35.7
17532,63558.0,29544.0,2929.0,2919.0,0.0,0.0,0.0,0.0,0.0,43.0,902.0,76.0,153.0,167.0,67.0,0.0,5.0,40.0,39.5,41.5
17535,56290.0,20858.0,2935.0,2827.0,51.0,0.0,0.0,0.0,0.0,135.0,383.0,90.0,34.0,124.0,36.0,10.0,0.0,25.3,20.8,26.2
17536,64527.0,23791.0,3016.0,3000.0,12.0,0.0,0.0,0.0,0.0,9.0,473.0,32.0,57.0,216.0,38.0,6.0,4.0,29.4,25.7,31.4
17538,81442.0,37259.0,6262.0,6003.0,89.0,0.0,83.0,0.0,87.0,151.0,1230.0,158.0,454.0,1315.0,573.0,55.0,29.0,44.8,42.7,46.8
17540,62690.0,24885.0,10270.0,9165.0,168.0,0.0,545.0,0.0,286.0,835.0,1574.0,385.0,351.0,915.0,414.0,105.0,69.0,32.7,31.4,34.6
17543,69853.0,36003.0,42715.0,39881.0,567.0,41.0,869.0,0.0,732.0,1638.0,8658.0,1083.0,1989.0,6752.0,2978.0,746.0,429.0,42.8,40.8,44.3
17545,60423.0,28335.0,22456.0,21428.0,377.0,0.0,0.0,17.0,281.0,1360.0,6036.0,806.0,1103.0,2429.0,805.0,129.0,76.0,41.6,40.9,42.7
17547,65806.0,28460.0,7048.0,6670.0,137.0,0.0,45.0,0.0,140.0,224.0,1804.0,239.0,377.0,873.0,285.0,23.0,11.0,35.7,34.7,36.8
17550,102522.0,20934.0,1215.0,1215.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,148.0,16.0,44.0,0.0,0.0,0.0,32.9,30.7,33.0
17551,56081.0,25194.0,11303.0,10182.0,548.0,0.0,204.0,0.0,245.0,479.0,1726.0,229.0,396.0,1041.0,651.0,60.0,151.0,24.6,26.0,22.9
17552,65891.0,30520.0,20070.0,18798.0,526.0,0.0,102.0,0.0,470.0,1160.0,4964.0,793.0,1432.0,2248.0,1165.0,160.0,64.0,39.4,37.5,42.3
17554,51597.0,25016.0,8212.0,6872.0,533.0,63.0,61.0,0.0,245.0,1473.0,1770.0,220.0,620.0,807.0,309.0,54.0,82.0,34.9,31.9,37.6
17555,74808.0,28338.0,7026.0,6978.0,19.0,0.0,0.0,0.0,29.0,61.0,1354.0,151.0,167.0,498.0,124.0,18.0,26.0,34.1,30.5,37.9
17557,56721.0,24186.0,14781.0,13661.0,409.0,32.0,377.0,0.0,228.0,606.0,3141.0,525.0,408.0,1152.0,304.0,12.0,18.0,40.0,37.5,40.5
17560,45332.0,27323.0,5189.0,4963.0,0.0,0.0,0.0,0.0,168.0,95.0,1948.0,165.0,177.0,307.0,77.0,0.0,0.0,46.1,44.3,48.3
17562,63451.0,26000.0,4338.0,4187.0,25.0,0.0,12.0,0.0,41.0,145.0,677.0,69.0,78.0,180.0,62.0,13.0,0.0,30.1,28.4,31.2
17563,60981.0,21749.0,3775.0,3770.0,0.0,0.0,0.0,0.0,5.0,153.0,1055.0,111.0,87.0,155.0,55.0,8.0,3.0,37.7,37.2,38.1
17565,66995.0,38472.0,2788.0,2777.0,0.0,0.0,0.0,0.0,11.0,75.0,868.0,145.0,137.0,223.0,81.0,19.0,0.0,44.5,43.4,48.1
