Zipcode,Income,Income per Capita,Population,Population White,Population Black,Population American Indian,Population Asian,Population Hawaiian,Population 2 or more Races,Population Hispanic,Education High School,Education GED,Education Associates,Education Bachelors,Education Masters,Education Professional,Education Doctorate,Age,Median Male Age,Median Female Age
61704,82375.0,42155.0,36869.0,27774.0,2639.0,53.0,4576.0,0.0,1066.0,1442.0,3640.0,639.0,1514.0,8785.0,4128.0,835.0,740.0,36.1,34.4,36.8
61705,101224.0,40672.0,13273.0,11471.0,1481.0,0.0,185.0,0.0,93.0,450.0,1253.0,226.0,503.0,3376.0,945.0,166.0,122.0,36.8,36.6,36.9
61720,50000.0,23272.0,185.0,184.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,13.0,11.0,9.0,0.0,0.0,2.0,30.9,30.3,34.3
61721,66719.0,26358.0,644.0,637.0,0.0,0.0,0.0,0.0,7.0,5.0,159.0,16.0,22.0,67.0,4.0,0.0,0.0,41.5,38.9,46.3
61722,52381.0,30608.0,419.0,396.0,2.0,0.0,5.0,0.0,16.0,4.0,82.0,22.0,30.0,65.0,4.0,8.0,0.0,37.2,40.5,35.6
61723,57750.0,28395.0,1971.0,1856.0,3.0,0.0,4.0,0.0,105.0,36.0,519.0,74.0,94.0,208.0,39.0,8.0,3.0,40.2,37.2,41.7
61724,51786.0,22792.0,614.0,605.0,0.0,0.0,0.0,0.0,6.0,3.0,131.0,27.0,46.0,60.0,5.0,0.0,0.0,40.6,42.8,39.8
61725,80033.0,35081.0,1629.0,1512.0,67.0,0.0,12.0,0.0,32.0,15.0,268.0,21.0,162.0,240.0,75.0,18.0,31.0,43.3,36.7,46.2
61726,61250.0,31618.0,2424.0,2338.0,39.0,0.0,17.0,0.0,26.0,96.0,682.0,108.0,71.0,278.0,112.0,30.0,0.0,44.4,42.5,45.4
61727,52368.0,28529.0,10019.0,9551.0,55.0,9.0,8.0,0.0,210.0,380.0,2003.0,362.0,634.0,1098.0,360.0,69.0,20.0,42.5,42.2,42.7
61728,67625.0,31694.0,1320.0,1258.0,3.0,2.0,0.0,0.0,57.0,15.0,365.0,37.0,89.0,136.0,14.0,0.0,0.0,42.4,41.7,43.5
61729,71842.0,39690.0,1089.0,1068.0,0.0,0.0,7.0,0.0,13.0,15.0,230.0,30.0,102.0,139.0,20.0,10.0,10.0,35.0,30.7,37.5
61730,60625.0,35268.0,291.0,285.0,6.0,0.0,0.0,0.0,0.0,1.0,66.0,31.0,9.0,41.0,8.0,0.0,1.0,45.9,43.0,50.2
61731,108304.0,37525.0,144.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,3.0,20.0,17.0,0.0,0.0,44.4,44.4,50.0
61732,82039.0,33140.0,2114.0,2064.0,7.0,0.0,17.0,0.0,26.0,38.0,440.0,16.0,122.0,368.0,69.0,17.0,9.0,37.8,36.7,40.3
61733,70292.0,40549.0,988.0,914.0,0.0,0.0,0.0,0.0,0.0,77.0,180.0,16.0,91.0,137.0,25.0,2.0,2.0,38.2,35.8,41.1
61734,59735.0,29104.0,2891.0,2800.0,29.0,23.0,0.0,0.0,35.0,138.0,635.0,89.0,171.0,335.0,87.0,10.0,8.0,40.7,40.0,41.5
61735,76250.0,38472.0,527.0,514.0,0.0,0.0,0.0,0.0,11.0,0.0,180.0,20.0,22.0,69.0,11.0,10.0,0.0,45.3,43.7,46.0
61736,81000.0,39283.0,1760.0,1710.0,13.0,0.0,2.0,0.0,35.0,91.0,251.0,69.0,93.0,318.0,64.0,17.0,79.0,39.9,39.7,40.1
61737,63438.0,29147.0,635.0,620.0,2.0,0.0,6.0,0.0,7.0,0.0,142.0,25.0,26.0,53.0,16.0,2.0,0.0,35.6,41.1,31.2
61738,65926.0,29623.0,4560.0,4247.0,85.0,7.0,64.0,0.0,157.0,61.0,855.0,145.0,322.0,614.0,108.0,28.0,12.0,35.4,34.4,36.2
61739,49031.0,29058.0,4799.0,4753.0,0.0,0.0,24.0,0.0,22.0,256.0,1191.0,186.0,233.0,270.0,228.0,26.0,32.0,38.8,35.8,42.5
61740,54792.0,34770.0,1669.0,1606.0,6.0,0.0,7.0,0.0,28.0,68.0,478.0,70.0,101.0,145.0,58.0,11.0,7.0,46.4,43.8,48.3
61741,57448.0,26402.0,1593.0,1550.0,0.0,15.0,0.0,0.0,16.0,55.0,415.0,75.0,63.0,103.0,16.0,0.0,0.0,32.2,32.1,32.4
61742,91429.0,37604.0,1249.0,1231.0,0.0,0.0,18.0,0.0,0.0,19.0,201.0,20.0,95.0,170.0,103.0,12.0,4.0,42.6,42.9,42.3
61743,64844.0,30921.0,208.0,202.0,0.0,0.0,0.0,0.0,6.0,9.0,37.0,6.0,15.0,34.0,2.0,0.0,0.0,46.0,49.2,45.8
61744,70764.0,30837.0,1863.0,1801.0,17.0,10.0,3.0,0.0,32.0,25.0,325.0,60.0,134.0,274.0,73.0,24.0,10.0,42.8,41.8,45.4
61745,80586.0,32829.0,4364.0,4185.0,35.0,0.0,5.0,12.0,121.0,130.0,746.0,108.0,196.0,842.0,204.0,46.0,29.0,37.9,36.0,38.4
61747,65865.0,32768.0,1348.0,1340.0,3.0,0.0,0.0,0.0,4.0,9.0,307.0,22.0,115.0,116.0,38.0,5.0,2.0,47.6,41.8,52.7
61748,83380.0,38446.0,2764.0,2727.0,11.0,0.0,4.0,0.0,12.0,18.0,450.0,46.0,74.0,551.0,179.0,9.0,16.0,43.5,39.8,47.8
61749,53250.0,27329.0,501.0,498.0,0.0,0.0,0.0,0.0,3.0,0.0,166.0,22.0,16.0,44.0,24.0,2.0,0.0,52.8,52.5,52.9
61750,56650.0,29175.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,18.0,0.0,8.0,0.0,0.0,25.8,25.5,44.1
61751,63750.0,21025.0,128.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,5.0,7.0,0.0,0.0,0.0,0.0,48.8,51.5,48.8
61752,66194.0,29306.0,4451.0,4375.0,14.0,0.0,5.0,0.0,51.0,17.0,981.0,117.0,275.0,785.0,171.0,22.0,4.0,42.2,40.9,42.9
61753,72315.0,37971.0,3362.0,3320.0,18.0,2.0,16.0,0.0,6.0,18.0,666.0,136.0,171.0,446.0,136.0,19.0,9.0,40.8,40.4,41.8
61754,70446.0,49005.0,1089.0,1076.0,0.0,1.0,0.0,0.0,12.0,4.0,328.0,36.0,53.0,95.0,24.0,0.0,3.0,46.7,48.8,45.9
61755,72695.0,36657.0,4772.0,4719.0,20.0,15.0,0.0,0.0,4.0,56.0,812.0,106.0,356.0,827.0,242.0,31.0,13.0,40.8,41.0,40.6
61756,60709.0,26233.0,2426.0,2190.0,6.0,0.0,5.0,0.0,225.0,22.0,593.0,95.0,139.0,221.0,44.0,4.0,3.0,41.3,38.5,45.0
61759,64375.0,31544.0,1813.0,1799.0,0.0,6.0,0.0,0.0,8.0,22.0,317.0,88.0,76.0,311.0,52.0,3.0,8.0,39.6,43.2,36.5
61760,62568.0,27221.0,2512.0,2463.0,0.0,0.0,0.0,0.0,31.0,30.0,667.0,51.0,215.0,195.0,76.0,10.0,5.0,39.9,40.2,39.0
61761,54647.0,25587.0,54812.0,45161.0,5319.0,145.0,2285.0,26.0,1396.0,3133.0,4717.0,813.0,2111.0,8513.0,3125.0,491.0,958.0,23.9,23.8,24.0
61764,50226.0,24500.0,14714.0,13109.0,1136.0,0.0,54.0,0.0,272.0,630.0,3414.0,701.0,826.0,970.0,339.0,141.0,21.0,41.1,37.9,44.8
61769,54583.0,26054.0,553.0,508.0,0.0,0.0,4.0,0.0,18.0,38.0,159.0,41.0,32.0,31.0,0.0,0.0,0.0,43.1,41.9,44.8
61770,58667.0,27274.0,1115.0,1103.0,5.0,0.0,0.0,0.0,5.0,25.0,296.0,31.0,52.0,115.0,56.0,7.0,0.0,40.1,40.1,40.0
61771,67250.0,28823.0,933.0,919.0,0.0,0.0,1.0,0.0,11.0,20.0,212.0,26.0,75.0,107.0,18.0,9.0,17.0,34.7,37.5,32.5
61772,58977.0,25514.0,291.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,33.0,11.0,20.0,0.0,0.0,0.0,43.2,35.2,54.2
61773,48194.0,22354.0,507.0,499.0,4.0,0.0,0.0,0.0,4.0,3.0,138.0,12.0,14.0,46.0,10.0,1.0,0.0,41.9,38.5,46.7
61774,67898.0,26885.0,1002.0,945.0,0.0,3.0,13.0,0.0,40.0,13.0,191.0,40.0,61.0,133.0,33.0,0.0,0.0,37.8,35.8,40.6
61775,63750.0,31470.0,351.0,350.0,0.0,0.0,0.0,0.0,0.0,18.0,81.0,30.0,27.0,19.0,7.0,0.0,0.0,44.5,44.6,42.5
61776,72647.0,35374.0,1389.0,1377.0,0.0,0.0,2.0,0.0,10.0,0.0,396.0,38.0,38.0,200.0,95.0,7.0,0.0,41.8,41.4,44.8
61777,47583.0,26542.0,734.0,711.0,0.0,0.0,0.0,0.0,23.0,4.0,223.0,32.0,79.0,55.0,17.0,4.0,0.0,42.0,41.8,45.0
61778,53269.0,25011.0,820.0,810.0,0.0,0.0,0.0,0.0,10.0,0.0,273.0,71.0,47.0,64.0,6.0,0.0,0.0,44.3,38.0,45.0
61801,29074.0,18647.0,31558.0,18439.0,4637.0,96.0,6993.0,60.0,1182.0,1696.0,1798.0,276.0,773.0,3043.0,2589.0,474.0,1498.0,22.9,23.1,22.8
61802,45161.0,28162.0,18537.0,13503.0,3209.0,54.0,1060.0,0.0,546.0,1153.0,2720.0,692.0,915.0,2327.0,1274.0,110.0,467.0,38.8,37.4,40.3
61810,59063.0,26217.0,322.0,316.0,4.0,0.0,0.0,0.0,0.0,5.0,110.0,19.0,29.0,20.0,7.0,0.0,0.0,45.5,44.5,47.0
61811,50972.0,18261.0,545.0,528.0,0.0,5.0,6.0,0.0,6.0,0.0,121.0,45.0,41.0,28.0,0.0,11.0,0.0,41.1,37.5,41.7
61812,60893.0,34416.0,418.0,393.0,0.0,0.0,0.0,0.0,0.0,25.0,111.0,31.0,13.0,12.0,5.0,4.0,3.0,50.3,42.0,54.0
61813,47969.0,32079.0,1908.0,1814.0,18.0,0.0,4.0,0.0,72.0,9.0,526.0,103.0,120.0,154.0,41.0,5.0,3.0,44.3,44.1,44.6
61814,67670.0,24870.0,1289.0,1231.0,0.0,0.0,0.0,0.0,46.0,129.0,249.0,60.0,122.0,80.0,28.0,0.0,0.0,39.4,35.5,42.7
61815,54875.0,29207.0,257.0,246.0,0.0,0.0,0.0,0.0,11.0,25.0,60.0,8.0,28.0,33.0,1.0,0.0,0.0,46.2,49.5,39.8
61816,56875.0,27609.0,462.0,458.0,1.0,0.0,3.0,0.0,0.0,15.0,143.0,21.0,14.0,44.0,7.0,5.0,6.0,44.3,40.9,44.6
61817,56587.0,27871.0,2655.0,2634.0,5.0,0.0,0.0,0.0,16.0,72.0,358.0,104.0,230.0,397.0,88.0,8.0,7.0,37.7,36.8,38.9
61818,58370.0,25040.0,1667.0,1595.0,4.0,8.0,0.0,0.0,57.0,3.0,345.0,67.0,149.0,127.0,50.0,0.0,0.0,35.7,34.6,39.1
61820,24045.0,15225.0,36455.0,24336.0,5248.0,49.0,5376.0,0.0,917.0,2768.0,2028.0,355.0,685.0,3067.0,2306.0,440.0,919.0,22.2,22.2,22.1
61821,53475.0,32418.0,30784.0,21125.0,6507.0,0.0,1425.0,0.0,1260.0,1695.0,3875.0,468.0,1588.0,5340.0,2942.0,571.0,1063.0,35.4,33.0,37.8
61822,80000.0,44095.0,25105.0,17394.0,2420.0,33.0,4455.0,0.0,604.0,918.0,1988.0,241.0,1448.0,4931.0,3089.0,913.0,1486.0,39.2,35.9,41.3
61830,53750.0,31045.0,289.0,273.0,5.0,0.0,0.0,0.0,11.0,3.0,87.0,12.0,21.0,33.0,13.0,0.0,0.0,48.4,43.3,52.0
61831,53194.0,38303.0,142.0,126.0,0.0,0.0,14.0,0.0,2.0,0.0,42.0,6.0,23.0,16.0,10.0,0.0,0.0,60.2,60.6,49.8
61832,36245.0,20454.0,35812.0,24591.0,9512.0,32.0,590.0,24.0,750.0,1923.0,7099.0,2076.0,2175.0,2229.0,873.0,153.0,28.0,38.1,37.5,38.8
61833,43686.0,25378.0,2275.0,2218.0,0.0,0.0,0.0,0.0,43.0,143.0,681.0,191.0,203.0,96.0,31.0,0.0,0.0,49.1,46.9,50.5
61834,61731.0,23184.0,8492.0,7275.0,1104.0,13.0,45.0,0.0,55.0,383.0,1613.0,715.0,962.0,549.0,230.0,12.0,16.0,41.4,39.9,42.9
61839,47308.0,27335.0,681.0,661.0,0.0,0.0,0.0,0.0,20.0,28.0,173.0,25.0,42.0,31.0,9.0,0.0,2.0,42.8,43.3,42.1
61840,61675.0,28448.0,901.0,901.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,9.0,111.0,91.0,45.0,0.0,7.0,43.1,33.9,47.2
61841,56181.0,26313.0,1375.0,1365.0,5.0,0.0,0.0,0.0,5.0,9.0,330.0,94.0,90.0,106.0,26.0,0.0,0.0,44.5,44.3,44.8
61842,56111.0,28757.0,2620.0,2536.0,0.0,3.0,0.0,8.0,69.0,12.0,505.0,104.0,184.0,286.0,96.0,7.0,14.0,46.3,41.8,47.3
61843,61750.0,28609.0,2326.0,2299.0,7.0,0.0,3.0,0.0,17.0,39.0,472.0,83.0,177.0,217.0,62.0,0.0,12.0,38.3,34.1,42.9
61844,60000.0,30011.0,843.0,823.0,0.0,3.0,0.0,0.0,17.0,17.0,243.0,19.0,99.0,43.0,21.0,0.0,2.0,49.5,45.5,50.3
61845,66406.0,27417.0,275.0,275.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,8.0,16.0,16.0,8.0,8.0,0.0,47.6,51.9,41.8
61846,39208.0,21267.0,5007.0,4886.0,68.0,0.0,13.0,0.0,30.0,73.0,1155.0,300.0,339.0,355.0,100.0,31.0,7.0,41.7,40.5,44.3
61847,66786.0,31470.0,1149.0,1120.0,28.0,1.0,0.0,0.0,0.0,31.0,306.0,33.0,60.0,110.0,37.0,4.0,0.0,45.0,42.5,47.2
61848,55750.0,18386.0,232.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,12.0,13.0,0.0,0.0,0.0,0.0,32.0,33.6,29.9
61849,56944.0,28192.0,1765.0,1741.0,4.0,1.0,11.0,0.0,8.0,13.0,368.0,53.0,139.0,193.0,62.0,0.0,24.0,42.0,42.7,40.9
61850,50250.0,23405.0,510.0,506.0,1.0,0.0,0.0,0.0,3.0,0.0,162.0,20.0,12.0,44.0,8.0,5.0,0.0,37.8,36.5,42.0
61851,55625.0,33184.0,269.0,266.0,0.0,0.0,0.0,0.0,3.0,0.0,68.0,3.0,24.0,37.0,6.0,0.0,0.0,43.5,37.8,47.5
61852,43295.0,23589.0,246.0,240.0,0.0,0.0,0.0,0.0,6.0,6.0,88.0,19.0,13.0,11.0,5.0,0.0,5.0,39.8,36.0,54.3
61853,78333.0,34031.0,13819.0,13249.0,280.0,13.0,62.0,0.0,215.0,533.0,1501.0,229.0,924.0,2127.0,1116.0,295.0,202.0,38.0,39.4,37.0
61854,57059.0,30155.0,1211.0,1135.0,0.0,0.0,12.0,0.0,64.0,57.0,264.0,59.0,99.0,132.0,73.0,0.0,0.0,45.0,46.9,44.1
61855,-666666666.0,16176.0,157.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,7.0,18.0,11.0,0.0,0.0,22.9,32.3,22.2
61856,79702.0,37675.0,7600.0,7460.0,34.0,5.0,60.0,0.0,29.0,68.0,1436.0,85.0,439.0,1466.0,742.0,103.0,82.0,42.7,41.8,43.9
61857,38750.0,20037.0,194.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8.0,21.0,18.0,1.0,0.0,0.0,35.5,37.8,34.2
61858,56494.0,27967.0,2908.0,2790.0,41.0,0.0,9.0,0.0,35.0,244.0,746.0,73.0,214.0,255.0,56.0,15.0,8.0,45.0,42.8,46.4
61859,74615.0,32822.0,1267.0,1237.0,0.0,1.0,16.0,0.0,13.0,10.0,194.0,76.0,134.0,138.0,71.0,0.0,2.0,40.1,39.3,41.0
61862,68571.0,31095.0,518.0,493.0,4.0,0.0,3.0,0.0,18.0,16.0,110.0,14.0,58.0,51.0,7.0,0.0,0.0,35.0,36.0,33.5
61863,71583.0,30455.0,683.0,590.0,2.0,0.0,2.0,15.0,71.0,96.0,176.0,29.0,66.0,53.0,11.0,14.0,0.0,45.9,46.8,43.5
61864,78333.0,33649.0,1750.0,1732.0,0.0,0.0,3.0,0.0,11.0,8.0,320.0,20.0,202.0,190.0,92.0,15.0,7.0,39.1,38.6,39.5
61865,53977.0,25769.0,1334.0,1314.0,2.0,0.0,0.0,0.0,16.0,22.0,405.0,37.0,118.0,67.0,30.0,0.0,0.0,36.6,35.7,42.2
61866,41674.0,20951.0,14270.0,10021.0,2945.0,52.0,141.0,0.0,719.0,1654.0,2581.0,666.0,529.0,983.0,376.0,69.0,55.0,33.5,30.4,36.0
61870,48611.0,27770.0,1234.0,1205.0,0.0,0.0,0.0,0.0,5.0,24.0,316.0,57.0,112.0,87.0,55.0,5.0,0.0,41.5,43.2,38.8
61871,58929.0,30197.0,234.0,231.0,0.0,0.0,0.0,0.0,3.0,0.0,70.0,6.0,8.0,28.0,9.0,0.0,0.0,49.0,49.5,48.5
61872,74615.0,31656.0,1172.0,1167.0,3.0,1.0,0.0,0.0,1.0,3.0,293.0,21.0,155.0,72.0,20.0,1.0,0.0,45.1,45.7,42.7
61873,80682.0,30138.0,6520.0,6316.0,1.0,16.0,40.0,0.0,125.0,75.0,942.0,68.0,470.0,763.0,510.0,67.0,39.0,36.2,35.6,36.7
61874,60610.0,33350.0,7846.0,5435.0,560.0,0.0,1342.0,0.0,367.0,509.0,639.0,37.0,400.0,1772.0,854.0,173.0,380.0,33.0,31.4,33.9
61875,87600.0,38189.0,849.0,840.0,0.0,0.0,9.0,0.0,0.0,0.0,56.0,8.0,52.0,186.0,90.0,31.0,0.0,40.5,55.5,29.5
61876,42167.0,22749.0,769.0,769.0,0.0,0.0,0.0,0.0,0.0,57.0,229.0,50.0,68.0,39.0,7.0,0.0,0.0,49.7,51.8,47.1
61877,61000.0,28205.0,1842.0,1807.0,24.0,0.0,4.0,0.0,0.0,15.0,302.0,43.0,196.0,197.0,54.0,6.0,15.0,35.4,32.9,38.5
61878,52277.0,31670.0,1396.0,1351.0,30.0,0.0,4.0,4.0,7.0,0.0,444.0,54.0,84.0,101.0,106.0,8.0,0.0,48.3,45.8,48.6
61880,69078.0,30134.0,3980.0,3862.0,35.0,0.0,43.0,0.0,11.0,280.0,564.0,165.0,221.0,604.0,215.0,53.0,0.0,35.9,37.0,34.1
61882,53500.0,27904.0,713.0,689.0,0.0,0.0,0.0,1.0,23.0,5.0,172.0,29.0,51.0,60.0,22.0,1.0,3.0,47.3,45.4,48.3
61883,41838.0,21819.0,4279.0,3987.0,59.0,126.0,3.0,0.0,93.0,69.0,929.0,230.0,290.0,218.0,109.0,0.0,0.0,38.2,33.0,45.5
61884,81167.0,34988.0,1222.0,1211.0,2.0,0.0,0.0,0.0,9.0,9.0,284.0,0.0,101.0,149.0,50.0,0.0,19.0,49.4,50.0,47.8
61910,51120.0,23680.0,4142.0,3921.0,19.0,0.0,4.0,0.0,83.0,992.0,711.0,163.0,190.0,363.0,46.0,0.0,23.0,34.1,33.4,35.3
61911,57098.0,22299.0,5034.0,4976.0,13.0,21.0,0.0,0.0,24.0,94.0,627.0,219.0,124.0,347.0,120.0,24.0,15.0,31.4,31.3,31.5
61912,56250.0,29648.0,1275.0,1253.0,15.0,0.0,2.0,0.0,4.0,3.0,265.0,64.0,91.0,81.0,73.0,8.0,24.0,45.9,46.4,45.7
61913,51250.0,26505.0,1399.0,1375.0,2.0,0.0,0.0,0.0,22.0,17.0,398.0,64.0,77.0,79.0,17.0,15.0,0.0,41.4,40.4,48.5
61914,45526.0,28007.0,1832.0,1832.0,0.0,0.0,0.0,0.0,0.0,3.0,472.0,58.0,144.0,120.0,36.0,4.0,0.0,42.8,41.2,43.6
61917,64000.0,26021.0,666.0,660.0,0.0,0.0,0.0,0.0,6.0,3.0,152.0,28.0,20.0,67.0,27.0,2.0,0.0,36.6,37.0,36.6
61919,50000.0,26363.0,965.0,962.0,0.0,0.0,0.0,0.0,0.0,8.0,209.0,56.0,75.0,99.0,21.0,0.0,8.0,47.3,47.8,47.0
61920,33190.0,22718.0,25043.0,22168.0,1621.0,81.0,550.0,106.0,485.0,781.0,2718.0,568.0,1393.0,2512.0,1597.0,137.0,581.0,27.1,27.0,27.3
61924,59167.0,31588.0,2426.0,2380.0,32.0,0.0,0.0,0.0,14.0,10.0,584.0,116.0,205.0,226.0,76.0,13.0,7.0,46.0,42.5,50.9
61925,58750.0,23922.0,572.0,572.0,0.0,0.0,0.0,0.0,0.0,8.0,140.0,15.0,40.0,34.0,39.0,0.0,14.0,40.3,45.2,37.7
61928,37083.0,32919.0,694.0,666.0,9.0,0.0,0.0,0.0,19.0,3.0,240.0,35.0,49.0,31.0,19.0,0.0,0.0,53.3,50.5,53.8
61929,47019.0,23436.0,744.0,729.0,0.0,0.0,0.0,0.0,15.0,18.0,172.0,44.0,65.0,48.0,5.0,0.0,0.0,42.8,36.8,45.9
61930,47321.0,24019.0,542.0,517.0,3.0,8.0,1.0,0.0,13.0,8.0,118.0,19.0,58.0,14.0,31.0,0.0,0.0,38.7,37.4,42.8
61931,49107.0,21497.0,1277.0,1273.0,0.0,0.0,0.0,0.0,2.0,34.0,224.0,29.0,99.0,73.0,25.0,10.0,0.0,43.5,42.3,46.7
61932,38281.0,23063.0,464.0,447.0,3.0,11.0,0.0,0.0,3.0,4.0,103.0,16.0,43.0,49.0,2.0,0.0,0.0,39.7,43.2,36.3
61933,36563.0,20461.0,941.0,936.0,0.0,0.0,0.0,0.0,5.0,4.0,244.0,29.0,71.0,62.0,36.0,7.0,0.0,45.5,43.0,48.8
61936,63472.0,27074.0,161.0,156.0,0.0,0.0,0.0,0.0,5.0,0.0,67.0,0.0,8.0,0.0,0.0,0.0,0.0,40.3,44.5,29.7
61937,56667.0,24397.0,2167.0,2134.0,5.0,0.0,0.0,0.0,28.0,0.0,527.0,100.0,126.0,121.0,28.0,0.0,20.0,36.9,38.5,36.5
61938,41581.0,25234.0,21808.0,21072.0,289.0,39.0,32.0,0.0,319.0,341.0,4125.0,1066.0,1577.0,1771.0,683.0,134.0,119.0,39.8,38.8,41.5
61940,45938.0,21636.0,217.0,205.0,0.0,9.0,0.0,0.0,3.0,3.0,74.0,25.0,18.0,1.0,0.0,0.0,0.0,42.5,44.1,41.5
61941,13696.0,13008.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,23.0,0.0,0.0,0.0,0.0,0.0,53.8,-666666666.0,53.9
61942,51750.0,23912.0,1222.0,1145.0,19.0,3.0,2.0,0.0,53.0,9.0,312.0,48.0,92.0,101.0,24.0,2.0,3.0,44.8,44.2,46.3
61943,50000.0,22631.0,1646.0,1646.0,0.0,0.0,0.0,0.0,0.0,59.0,406.0,100.0,121.0,157.0,54.0,15.0,4.0,49.5,51.6,48.5
61944,45341.0,24768.0,12038.0,11877.0,42.0,0.0,76.0,0.0,42.0,117.0,2371.0,667.0,1081.0,1102.0,531.0,26.0,7.0,44.5,43.2,45.8
61949,49583.0,27648.0,133.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8.0,23.0,14.0,0.0,0.0,0.0,53.2,50.5,53.6
61951,48324.0,24537.0,8125.0,7941.0,49.0,10.0,18.0,0.0,87.0,139.0,1341.0,383.0,599.0,735.0,282.0,69.0,11.0,41.4,38.5,44.6
61953,53400.0,31157.0,6241.0,6035.0,4.0,10.0,113.0,0.0,79.0,210.0,1399.0,115.0,375.0,767.0,159.0,8.0,9.0,39.8,39.8,39.7
61955,45536.0,17328.0,229.0,215.0,3.0,0.0,0.0,0.0,11.0,0.0,63.0,18.0,9.0,11.0,0.0,0.0,0.0,37.7,36.7,38.9
61956,51500.0,27428.0,2551.0,2452.0,0.0,28.0,22.0,0.0,17.0,90.0,563.0,115.0,131.0,289.0,81.0,26.0,3.0,43.9,42.2,46.3
61957,51750.0,22828.0,2211.0,2195.0,0.0,0.0,0.0,0.0,16.0,45.0,535.0,125.0,169.0,147.0,29.0,0.0,0.0,41.0,34.5,48.0
62001,70096.0,34929.0,1625.0,1618.0,6.0,0.0,0.0,0.0,0.0,8.0,430.0,13.0,163.0,208.0,45.0,2.0,10.0,44.4,41.9,47.8
62002,40532.0,24215.0,31742.0,23064.0,7271.0,90.0,135.0,0.0,1129.0,680.0,5950.0,1347.0,2388.0,2808.0,1170.0,268.0,239.0,40.2,38.4,41.6
62006,69250.0,29340.0,621.0,618.0,0.0,0.0,0.0,0.0,3.0,3.0,162.0,9.0,69.0,81.0,15.0,0.0,1.0,40.4,41.6,37.9
62009,41397.0,20676.0,1773.0,1740.0,0.0,0.0,4.0,0.0,6.0,54.0,366.0,81.0,89.0,135.0,41.0,18.0,6.0,38.3,38.2,38.6
62010,61867.0,30398.0,11576.0,11114.0,110.0,0.0,133.0,0.0,206.0,168.0,2313.0,377.0,832.0,999.0,608.0,62.0,57.0,38.7,35.7,43.1
62011,43750.0,26008.0,195.0,191.0,0.0,4.0,0.0,0.0,0.0,0.0,69.0,10.0,16.0,13.0,3.0,0.0,0.0,54.3,57.4,52.9
62012,69397.0,30305.0,6518.0,6502.0,3.0,3.0,0.0,0.0,6.0,40.0,1462.0,179.0,506.0,501.0,233.0,71.0,32.0,42.5,42.2,42.7
62013,50417.0,27154.0,507.0,504.0,1.0,0.0,0.0,0.0,2.0,4.0,182.0,18.0,45.0,29.0,6.0,1.0,0.0,53.7,43.4,56.6
62014,60182.0,27542.0,4147.0,3970.0,0.0,0.0,0.0,6.0,144.0,41.0,1000.0,168.0,154.0,341.0,133.0,4.0,18.0,46.6,46.2,46.7
62015,44583.0,29519.0,462.0,448.0,0.0,0.0,0.0,11.0,3.0,15.0,158.0,11.0,15.0,23.0,35.0,2.0,0.0,53.0,55.6,49.9
62016,47649.0,24402.0,3654.0,3627.0,18.0,0.0,0.0,0.0,9.0,0.0,936.0,123.0,274.0,283.0,70.0,16.0,15.0,42.8,41.2,43.7
62017,37143.0,22878.0,903.0,881.0,0.0,3.0,10.0,0.0,9.0,0.0,253.0,68.0,47.0,35.0,11.0,0.0,0.0,51.5,53.1,50.0
62018,40038.0,20837.0,3286.0,3033.0,163.0,0.0,0.0,0.0,52.0,55.0,784.0,412.0,125.0,106.0,14.0,9.0,0.0,40.1,33.9,45.9
62019,43182.0,19901.0,385.0,381.0,0.0,0.0,4.0,0.0,0.0,0.0,130.0,52.0,14.0,9.0,7.0,0.0,0.0,57.4,57.1,57.7
62021,83125.0,36838.0,932.0,932.0,0.0,0.0,0.0,0.0,0.0,12.0,174.0,22.0,77.0,147.0,46.0,19.0,0.0,55.6,52.6,56.8
62022,55737.0,27951.0,846.0,796.0,0.0,25.0,0.0,0.0,25.0,0.0,233.0,69.0,129.0,21.0,32.0,0.0,0.0,53.7,60.0,52.3
62023,48750.0,32408.0,134.0,123.0,0.0,0.0,4.0,0.0,7.0,0.0,26.0,2.0,8.0,11.0,1.0,0.0,4.0,31.3,40.3,27.5
62024,47958.0,27046.0,9695.0,9374.0,72.0,0.0,113.0,0.0,107.0,129.0,2068.0,474.0,919.0,966.0,203.0,0.0,41.0,42.7,42.3,43.2
62025,71580.0,34303.0,34151.0,29997.0,2627.0,83.0,651.0,37.0,714.0,759.0,3972.0,556.0,1750.0,5430.0,2805.0,599.0,441.0,35.2,35.0,35.4
