ZIP,latgym,longym,Gym,Address,UserRating
33172.0,25.796246,-80.361887,Salutem Club,"10200 Northwest 25th Street suite 203, Doral",2
33172.0,25.7903762,-80.3714313,Fitness Solutions Depot,"1790 Northwest 108th Avenue #104, Miami",17
33172.0,25.7973977,-80.3604577,Perfit Challenge,"2555 Northwest 102nd Avenue Suite 103, Doral",27
33172.0,25.7975004,-80.3604419,I Am Equilibrium,"2555 Northwest 102nd Avenue #112, Doral",3
33172.0,25.775081,-80.3682651,H2O Training Fit,"10680 Fontainebleau Boulevard, Miami",22
33172.0,na,na,Herbalife nutrition club Fontainebleau,"10664 Fontainebleau Boulevard, Miami",na
33172.0,25.7717925,-80.3450266,CJ Personal Fitness Specialist,"9190 Fontainebleau Boulevard apt 103, Miami",3
33172.0,25.7989411,-80.35320399999999,EMOMS FIT,"2666 Northwest 97th Avenue, Doral",9
33172.0,25.79208,-80.3761944,Retraining,"1835 Northwest 112th Avenue #180, Miami",9
33172.0,25.8032045,-80.3666798,GM Fitness LAB,"10474 Northwest 31st Terrace, Doral",21
33172.0,25.7703679,-80.3479296,LA Fitness,"9291 West Flagler Street, Miami",674
33172.0,25.786381,-80.338307,Stardust Fitness,"1401 Northwest 88th Avenue 2nd floor, Doral",44
33172.0,25.7959939,-80.36190169999999,BluePrint CrossFit Miami & BootCamp,"10200 Northwest 25th Street STE 113, Doral",188
33172.0,25.7931659,-80.3348345,Elite Gymnastics Academy EGA,"8501 Northwest 17th Street #127, Doral",66
33172.0,25.7985668,-80.337904,Onyx Signature Gym,"2600 Northwest 87th Avenue #25, Doral",15
33172.0,25.7931335,-80.3348388,Elite Gymnastics Academy,"8501 Northwest 17th Street suite 127, Doral",7
33172.0,na,na,EGA,"2153 Northwest 86th Avenue, Doral",na
33172.0,na,na,Yoga en Miami,"1750 Northwest 107th Avenue, Doral",na
33172.0,25.81011629999999,-80.3685635,Orangetheory Fitness,"3887 Northwest 107th Avenue, Doral",76
33172.0,25.7929234,-80.33205920000002,Eternal,"2019 Northwest 84th Avenue, Doral",5
33172.0,na,na,FIU 360 Fitness Studio,"9600 Southwest 8th Street #29, Miami",na
33172.0,25.7800138,-80.3591273,Las Ramblas Club House,"9960 Northwest 10 Terrace, Miami",3
33172.0,25.7761799,-80.3504226,Fontainebleau Milton Fitness Center & Spa,"9501 Fontainebleau Boulevard, Miami",1
33172.0,na,na,EL BOX,"2672 Northwest 97th Avenue, Doral",na
33172.0,na,na,Cancha futbol,"2450 Northwest 110th Avenue, Miami",na
33172.0,na,na,Shape Kids MMA School,"10374 West Flagler Street, Miami",na
33172.0,25.7681894,-80.36510109999999,Shape 12Rounds Boxing - Kickboxing - Fitness,"10382 West Flagler Street, Miami",1
33172.0,na,na,Centro de salud y prosperidad,"9000 Northwest 25th Street, Miami",na
33172.0,na,na,"MegaJump Doral Trampoline Park, 8901 NW 20th St, Doral, FL 33172","8901 Northwest 20th Street, Doral",na
33172.0,25.767237,-80.37054239999999,Herbalife Healthy Corner,"10780 West Flagler Street suite #2, Miami",1
33172.0,25.765327,-80.3691096,"WKF Fitness, Karate, Kickboxing, Summer Camp and After School Program","300 Southwest 107th Avenue, Miami",53
33172.0,25.8011828,-80.3797353,Cementerio,"2900 Northwest 112th Avenue, Doral",2
33172.0,na,na,L fitness,"West Flagler Street, Miami",na
33172.0,25.808281,-80.351998,MIA Power House,"9552 Northwest 38th Street, Doral",3
33172.0,25.8068846,-80.34768059999999,Fitness Center,"9301 Northwest 33rd Street, Doral",2
33172.0,na,na,Musomed Health Care Corporation,"175 Fontainebleau Boulevard, Miami",na
33172.0,na,na,Fisioterapia Ortopedica,"10520 Southwest 8th Street, Miami",na
33172.0,25.7638796,-80.3453014,Canchas,"600 Southwest 92nd Avenue, Miami",1
33172.0,25.8024135,-80.33779059999999,Parque,"3000-3046 Northwest 87th Avenue, Doral",3
33172.0,na,na,Puro power,"10395 Northwest 41st Street, Doral",na
33172.0,na,na,Yasmingonzalez,"8700 West Flagler Street, Miami",na
33172.0,na,na,Futsal,"10953-10909 Northwest 43rd Terrace, Doral",na
33173.0,25.715031,-80.358451,Yoga Research Foundation,"5691 Southwest 102nd Avenue, Miami",2
33173.0,25.7029254,-80.38283369999999,Tumblebees Gymnastics & Dance,"6950 Southwest 117th Avenue, Miami",40
33173.0,na,na,Frymaster Latin America Office,"9995 Southwest 72nd Street #108, Miami",na
33173.0,25.6931387,-80.3773173,Fitness Zone - Indian Hammocks Kendall Park,"11290-, 11300 Southwest 80th Terrace, Miami",2
33173.0,25.6852659,-80.363985,UFC GYM Kendall,"8851 Southwest 107th Avenue, Miami",143
33173.0,25.701117,-80.3352318,Elements Sunset,"8758 Southwest 72nd Street, Miami",3
33173.0,na,na,Ideal Empowerment Inc,"11160 North Kendall Drive, Miami",na
33173.0,25.6875697,-80.3804168,"iLoveKickboxing - Kendall, FL","11551 North Kendall Drive, Miami",30
33173.0,25.7020775,-80.3559155,9Round Sunset,"9999 Southwest 72nd Street suite 108, Miami",21
33173.0,na,na,Gym,"7350 Southwest 107th Avenue, Miami",na
33173.0,25.6993434,-80.3663289,S.H.E. Fitness Studio,"7350 Southwest 107th Avenue, Miami",9
33173.0,25.700676,-80.349277,All Time FIt,"9646 Southwest 72nd Street, Miami",28
33173.0,na,na,Elena Gonzales,"5711 Southwest 109th Avenue, Miami",na
33173.0,25.7177108,-80.3646207,ITA Security Services Inc,"10440 Southwest 53rd Street, Miami",2
33173.0,na,na,Michael Peluquero,"10521 North Kendall Drive, Miami",na
33173.0,na,na,Jr apartment,"3050050000050, Miami",na
33173.0,25.72296099999999,-80.35573099999999,Florida State Health Care Grou,"9940 Southwest 48th Street, Miami",4
33173.0,na,na,Vital Function Health Center,"11140 North Kendall Drive #100, Miami",na
33173.0,na,na,Fitsource For Women Crossings,"8756 Southwest 72nd Street, Miami",na
33174.0,25.754939,-80.367643,Freestyle Fighting Academy,"1423 Southwest 107th Avenue, Miami",343
33174.0,25.7538819,-80.3664708,Youfit Health Clubs,"1605 Southwest 107th Avenue, Miami",102
33174.0,25.7863951,-80.3387312,I Am CrossFit Miami,"1401 Northwest 88th Avenue, Doral",25
33174.0,25.7557696,-80.36663279999999,Women Only Fitness Bootcamp,"1425 Southwest 107th Avenue, Miami",209
33174.0,25.7717925,-80.3450266,CJ Personal Fitness Specialist,"9190 Fontainebleau Boulevard apt 103, Miami",3
33174.0,na,na,FIU 360 Fitness Studio,"9600 Southwest 8th Street #29, Miami",na
33174.0,25.761101,-80.340925,Herbalife Club - Chanty and Rodi,"8950 Southwest 8th Terrace, Miami",4
33174.0,25.7703679,-80.3479296,LA Fitness,"9291 West Flagler Street, Miami",674
33174.0,25.760389,-80.333613,Planet Fitness,"8500 Southwest 8th Street, Miami",406
33174.0,25.746613,-80.3504267,Miami Iron Gym,"9660 Coral Way, Miami",119
33174.0,25.74894969999999,-80.3377012,Miami Dance and Music Academy,"8761 Coral Way, Miami",42
33174.0,25.7615706,-80.3268272,Alpha Miami Jiu Jitsu,"8150 Southwest 8th Street unit 209, Miami",14
33174.0,25.782915,-80.350218,"Body, Mind & Soul by AlePa","9550 Northwest 12th Street #14A, Doral",7
33174.0,na,na,Herbalife nutrition club Fontainebleau,"10664 Fontainebleau Boulevard, Miami",na
33174.0,25.775081,-80.3682651,H2O Training Fit,"10680 Fontainebleau Boulevard, Miami",22
33174.0,25.786381,-80.338307,Stardust Fitness,"1401 Northwest 88th Avenue 2nd floor, Doral",44
33174.0,25.7638796,-80.3453014,Canchas,"600 Southwest 92nd Avenue, Miami",1
33174.0,25.7615531,-80.33730159999999,Nutrifit Miami,"8746 Southwest 8th Street, Miami",13
33174.0,na,na,Yasmingonzalez,"8700 West Flagler Street, Miami",na
33174.0,na,na,Musomed Health Care Corporation,"175 Fontainebleau Boulevard, Miami",na
33174.0,25.7761799,-80.3504226,Fontainebleau Milton Fitness Center & Spa,"9501 Fontainebleau Boulevard, Miami",1
33174.0,na,na,Loa Westchester,"9768 Southwest 24th Street, Miami",na
33174.0,na,na,Fisioterapia Ortopedica,"10520 Southwest 8th Street, Miami",na
33174.0,na,na,Shape Kids MMA School,"10374 West Flagler Street, Miami",na
33174.0,25.7681894,-80.36510109999999,Shape 12Rounds Boxing - Kickboxing - Fitness,"10382 West Flagler Street, Miami",1
33174.0,25.7471824,-80.3399139,Herbalife Coral Way,"8900 Southwest 24th Street, Miami",1
33174.0,25.7565948,-80.3670672,Orangetheory Fitness Tamiami,"1315-B Southwest 107th Avenue, Miami",16
33174.0,na,na,Peluquera Eva,"10352 Southwest 21st Terrace, Miami",na
33174.0,25.765327,-80.3691096,"WKF Fitness, Karate, Kickboxing, Summer Camp and After School Program","300 Southwest 107th Avenue, Miami",53
33174.0,na,na,Aerobics Fitness Center,"950 Southwest 82nd Avenue, Miami",na
33174.0,25.767237,-80.37054239999999,Herbalife Healthy Corner,"10780 West Flagler Street suite #2, Miami",1
33174.0,25.7800138,-80.3591273,Las Ramblas Club House,"9960 Northwest 10 Terrace, Miami",3
33174.0,25.7725823,-80.3261035,Bodycut Fitness Center,"7963 Northwest 2nd Street, Miami",26
33174.0,na,na,Basquet ball Tamiami,"10901 Coral Way, Miami",na
33175.0,25.744656,-80.416034,World Of Fitness Gym,"13671 Southwest 26th Street, Miami",16
33175.0,na,na,Slim Cycle,"2400 Southwest 137th Avenue, Miami",na
33175.0,25.7298536,-80.4026651,Body & Brain Yoga Tai Chi,"12851 Southwest 42nd Street #107, Miami",22
33175.0,25.74683,-80.38987039999999,Youfit Health Clubs,"11865 Southwest 26th Street #B13, Miami",179
33175.0,25.7330598,-80.3761024,Youfit Health Clubs,"3900 Southwest 112th Avenue, Miami",106
33175.0,25.7601728,-80.38986539999999,C'Est Body Mind Fitness,"780 Northwest 127th Avenue, Miami",1
33175.0,na,na,J’s Iron Gym,Miami,na
33175.0,25.7425894,-80.4163179,United Martial Arts Tamiami,"2720 Southwest 137th Avenue, Miami",13
33175.0,na,na,Gym,"2493 Southwest 137th Avenue, Miami",na
33175.0,na,na,GYM NASYCS,Miami,na
33175.0,25.73004379999999,-80.4250449,Crossfit Tamiami,"14255 Southwest 42nd Street #13b, Miami",19
33175.0,25.7289256,-80.42503459999999,Muscle Factory Gym of Miami,"14273 Southwest 42nd Street, Miami",2
33175.0,na,na,Moving Artist Dance Company,"14285 southwest suite 209 second floor, 42 Bird Road, Miami",na
33175.0,na,na,Basquet ball Tamiami,"10901 Coral Way, Miami",na
33176.0,25.6481844,-80.338144,Florida Gymnastics Training,"13115 Southwest 89th Avenue, Miami",21
33176.0,25.64759,-80.337653,Precision Personal Training,"8861 Southwest 132nd Street, Miami",15
33176.0,25.65579799999999,-80.32691,The Yoga Institute of Miami,"8241 Southwest 124th Street, Miami",14
33176.0,25.6458051,-80.3448026,South Dade YMCA Family Center,"9355 Southwest 134th Street, Miami",56
33176.0,25.646885,-80.33511299999999,Crossfit Threshold,"8771 Southwest 133rd Street, Miami",13
33176.0,25.648992,-80.33682600000002,Paradise Gym,"8815 Southwest 131st Street, Miami",23
33176.0,25.64891,-80.337051,Miami Strength and Fitness Club,"8855 Southwest 131st Street, Miami",17
33176.0,25.6548764,-80.3820818,Crank CrossFit,"12117 Southwest 114th Place, Miami",12
33176.0,25.6580153,-80.3266845,Pinecrest Pilates,"12115 South Dixie Highway, Miami",4
33176.0,25.6508009,-80.338993,The Ballet Space | Soul Purpose Studio,"8929 Southwest 129th Street, Miami",5
33176.0,25.6478986,-80.33758759999999,Kids Fitness Palace,"8861 Southwest 132nd Street, Miami",4
33176.0,25.6493418,-80.337352,Bodhi Yoga,"8864 Southwest 129th Terrace, Miami",38
33176.0,25.6493744,-80.3368002,Falls Fitness,"8830 Southwest 129th Terrace, Miami",5
33176.0,25.6762834,-80.3735626,Theodore R. Gibson Health Center,Miami,1
33176.0,25.6488826,-80.3355508,Wolfpack Boxing Club,"8753 Southwest 131st Street, Miami",6
33176.0,25.6482207,-80.33567359999999,CrossFit MIA,"8764 Southwest 131st Street, Miami",15
33176.0,25.647165,-80.3359603,Sensory Fitness,"8790 Southwest 132nd Street, Miami",14
33176.0,25.655651,-80.32699099999999,Pinecrest Martial Arts Machida Karate Miami,"8239 Southwest 124th Street B, Pinecrest",1
33176.0,25.6479301,-80.33315429999999,FT Pinecrest,"13111 Southwest 85th Avenue Road, Miami",1
33176.0,25.6852659,-80.363985,UFC GYM Kendall,"8851 Southwest 107th Avenue, Miami",143
33176.0,25.6506534,-80.32974349999999,Gymagination,"12855 South Dixie Highway, Pinecrest",1
33176.0,25.6603637,-80.3254515,RZone Fitness For Women in Pinecrest,"11845 South Dixie Highway, Pinecrest",25
33176.0,na,na,Alper JCC,"11155 Southwest 112th Avenue, Miami",na
33176.0,25.670974,-80.371253,Planet Fitness,"10872 Southwest 104th Street, Miami",7
33176.0,na,na,Vice Fitness,"8911 Southwest 129th Street, Miami",na
33176.0,25.6494243,-80.3368788,Body Code Fitness,"8830 Southwest 129th Terrace, Miami",2
33176.0,25.6490347,-80.3368464,More Life Fitness,"8815 Southwest 131st Street, Miami",5
33176.0,25.6488732,-80.33661839999999,Sucker Punch Fitness,"8803 Southwest 131st Street, Miami",1
33176.0,25.64823269999999,-80.3358021,The 305 club,"8770 Southwest 131st Street, Miami",2
33176.0,na,na,The Yoga School Miami,"8760 Southwest 131st Street, Miami",na
33176.0,na,na,Jr apartment,"3050050000050, Miami",na
33176.0,25.6462455,-80.3353984,YogaWithBeatriz,"8762 Southwest 133rd Street, Miami",3
33176.0,25.6551504,-80.38157629999999,Universal Gymnastics 2,"12111 Southwest 114th Place, Miami",3
33176.0,na,na,Michael Peluquero,"10521 North Kendall Drive, Miami",na
33177.0,25.58037359999999,-80.39535149999999,Youfit Health Clubs,"20001 Southwest 127th Avenue, Miami",164
33177.0,25.6160541,-80.4151139,Miami WMB Training Center,"16300 Southwest 137th Avenue suite 128 & 130, Miami",42
33177.0,na,na,Fit Zone,"11380 SW 184th ST, 184th Southwest 184th Street, Miami",na
33165.0,25.7538819,-80.3664708,Youfit Health Clubs,"1605 Southwest 107th Avenue, Miami",102
33165.0,25.7339153,-80.32512760000002,Unified Martial Art Academy,"8015 SW 40th Street, c/o The Health Joint, Miami",4
33165.0,25.754939,-80.367643,Freestyle Fighting Academy,"1423 Southwest 107th Avenue, Miami",343
33165.0,25.7319732,-80.330711,CrossFit Soul Miami,"8354 Southwest 40th Street, Miami",45
33165.0,25.715031,-80.358451,Yoga Research Foundation,"5691 Southwest 102nd Avenue, Miami",2
33165.0,25.7327479,-80.3659236,B.Well Nutrition Transformers,"10511 SW 40th street, Southwest 40th Street, Miami",2
33165.0,25.746613,-80.3504267,Miami Iron Gym,"9660 Coral Way, Miami",119
33165.0,25.7330598,-80.3761024,Youfit Health Clubs,"3900 Southwest 112th Avenue, Miami",106
33165.0,25.7557696,-80.36663279999999,Women Only Fitness Bootcamp,"1425 Southwest 107th Avenue, Miami",209
33165.0,25.7331503,-80.3307114,Body Fit,"8354 Southwest 40th Street, Miami",1
33165.0,25.7322964,-80.330034,LA Fitness,"8310 Bird Road, Miami",290
33165.0,25.74894969999999,-80.3377012,Miami Dance and Music Academy,"8761 Coral Way, Miami",42
33165.0,25.7337324,-80.3260031,Health Joint Personal Training,"8015 Bird Road (SW 40 St), Miami",3
33165.0,na,na,Miami Muay Thai (Original MMA),"8015 Bird Road, Miami",na
33165.0,25.7333647,-80.3251851,Bruce Lee's Jeet Kune Do Miami,"8015 Southwest 40th Street, Miami",2
33165.0,25.72296099999999,-80.35573099999999,Florida State Health Care Grou,"9940 Southwest 48th Street, Miami",4
33165.0,na,na,Loa Westchester,"9768 Southwest 24th Street, Miami",na
33165.0,25.7177108,-80.3646207,ITA Security Services Inc,"10440 Southwest 53rd Street, Miami",2
33165.0,na,na,Peluquera Eva,"10352 Southwest 21st Terrace, Miami",na
33165.0,na,na,MIA Classic,"8354 Southwest 40th Street, Miami",na
33165.0,25.7471824,-80.3399139,Herbalife Coral Way,"8900 Southwest 24th Street, Miami",1
33165.0,na,na,Gym,"8376 Bird Road, Miami",na
33165.0,na,na,Basquet ball Tamiami,"10901 Coral Way, Miami",na
33165.0,na,na,Mr & Miss. Fitness America,"8352 Bird Road, Miami",na
33165.0,na,na,Elena Gonzales,"5711 Southwest 109th Avenue, Miami",na
33165.0,25.7565948,-80.3670672,Orangetheory Fitness Tamiami,"1315-B Southwest 107th Avenue, Miami",16
33193.0,25.6851797,-80.4571045,LA Fitness,"16339 Southwest 88th Street, Miami",343
33193.0,25.699715,-80.448252,Planet Fitness,"15725 Southwest 72nd Street, Miami",126
33193.0,25.6982614,-80.4460557,The Gymnastics Academy,"15660 Southwest 72nd Street, Miami",22
33193.0,25.69823359999999,-80.4448881,Tiger & Dragon Miami,"15560 Southwest 72nd Street, Miami",43
33193.0,25.6984562,-80.4480699,Youfit Health Clubs,"15762 Southwest 72nd Street, Miami",84
33193.0,na,na,Sunset Wellness Center Nutrition Club,"15688 Southwest 72nd Street, Miami",na
33193.0,25.6986458,-80.4456873,Sunset Fit Spot,"15688 Southwest 72nd Street, Miami",1
33193.0,na,na,"Club Nutrición ""Sunset Fit Spot”.","15688 Southwest 72nd Street, Miami",na
33193.0,25.6986283,-80.44573369999999,Porky's Hardcore Fitness,"15682 Southwest 72nd Street, Miami",16
33193.0,na,na,Miami Vedic Center,"16711 Southwest 95th Street, Miami",na
33247.0,25.8475927,-80.243191,Xtreme Total Fitness,"7900 Northwest 27th Avenue A9, Miami",10
33247.0,25.84109279999999,-80.24909269999999,Fighting Evolution Wrestling,"7341 Northwest 32nd Avenue, Miami",9
33247.0,25.838766,-80.2541569,"Fitness International Associates, Corp","7130 Northwest 35th Avenue, Miami",4
33247.0,na,na,My Home Wellness Center,"7900 Northwest 27th Avenue, Miami",na
33247.0,25.8213273,-80.2256089,Herbal Life,"1760-1762 Northwest 51st Street, Miami",5
33247.0,25.8137076,-80.2344864,Yoga Inbound,"4136 Northwest 23rd Avenue, Miami",2
33247.0,na,na,chevrolet silverado 6V,"5960 Northwest 27th Avenue, Miami",na
33247.0,25.84757609999999,-80.2431881,Xtreme Total Fitness,"7900 Northwest 27th Avenue A9, Miami",14
33247.0,25.8260607,-80.2248292,War Room Fitness LLC,"5552 Northwest 17th Avenue, Miami",1
33247.0,25.8235416,-80.2618413,Muscle Unlimited Fitness Center,"975 Hialeah Drive, Hialeah",32
33247.0,na,na,Gym Open,Hialeah,na
33247.0,25.8131647,-80.2249506,Showtime Boxing Gym,"4110 Northwest 17th Avenue, Miami",1
33255.0,na,na,Rosales Leo E MD,"1611 Northwest 12th Avenue # 233, Miami",na
33255.0,na,na,Landa-Galindez Amalia M MD,"1611 Northwest 12th Avenue # 233, Miami",na
33255.0,25.791434,-80.212504,Calderon Moren Rossana M MD,"1611 Northwest 12th Avenue # 233, Miami",1
33255.0,25.771538,-80.23163029999999,Thunder Gym,"59 Beacom Boulevard, Miami",24
33255.0,25.765386,-80.225644,Arena Combat Sports /Kickboxing /BJJ /MMA / Boxing,"1852 Southwest 8th Street, Miami",24
33255.0,25.7796569,-80.223461,POWER GYM,"1710 NW South River Dr #202, Miami",27
33255.0,25.78296,-80.210639,Forrest Pilates,"936 Northwest 9th Court, Miami",4
33255.0,na,na,OM Holistic,"2207 Northwest 23rd Avenue, Miami",na
33255.0,na,na,DeiFit - Chair Yoga & Meditation Classes for Silver Sneakers and Medica Members 4 Locations,"Northwest North River Drive, Miami",na
33255.0,25.7957679,-80.2318524,"GYM IFBB PRO IRAMIS. 35 dollars al mes sin contrato, Entrenamiento Personal 20 dolares 1 hr. Ofrecemos Clases Boot Camp , Stepper Class.. 😁💪🙏","2060 Northwest 22nd Avenue, Miami",71
33255.0,25.7982696,-80.2201864,THENX Fitness Studio,"1412 Northwest 23rd Street, Miami",29
33255.0,25.7871651,-80.21294379999999,UHealth Fitness & Wellness Center,"1120 Northwest 14th Street 9th Floor, Miami",97
33255.0,na,na,Forrest Energy,"1751 West Flagler Street, Miami",na
33255.0,na,na,Universal Health Services Inc,"955 Northwest 3rd Street, Miami",na
33255.0,25.7716203,-80.2315735,US Kyokushin Karate Fighting Gym,"49 Beacom Boulevard, Miami",16
33255.0,25.7675035,-80.22843209999999,Gomez Park,"2037 Southwest 6th Street, Miami",3
33255.0,25.792416,-80.20273999999999,Wynwood Wrestling,"Williams Park, 1717 Northwest 5 Avenue, Miami",2
33255.0,25.7774732,-80.2060006,Ferrino Sports Fitness Club : Downtown Miami,"341 Northwest South River Drive, Miami",33
33255.0,25.800621,-80.20483,Wynwood Yoga,"584 Northwest 26th Street, Miami",24
33255.0,25.7650215,-80.23086959999999,Morphē Health & Fitness Studio,"810 Southwest 22nd Avenue, (Park in Rear), Miami",16
33255.0,25.802992,-80.204228,Bodytek Fitness Wynwood - Miami,"545 Northwest 28th Street, Miami",51
33255.0,25.8030721,-80.2042682,VIXEN WORKOUT,"547 Northwest 28th Street, Miami",17
33255.0,25.779697,-80.251796,Herbalife,"711 Northwest 35th Avenue, Miami",52
33255.0,25.779653,-80.25178439999999,Zumba,"711 Northwest 35th Avenue, Miami",13
33255.0,25.801596,-80.20201,JetSet Miami,"401 Northwest 26th Street, Miami",30
33255.0,25.8137076,-80.2344864,Yoga Inbound,"4136 Northwest 23rd Avenue, Miami",2
33255.0,25.7959534,-80.1986802,Republic of Movement,"2021 Northwest 2nd Avenue, Miami",7
33255.0,25.7992881,-80.1997567,Milan Pole Dance Studio - Miami,"250 Northwest 23rd Street #408, Miami",63
33255.0,25.773565,-80.20294299999999,CrossFit Ambush Miami,"500 West Flagler Street, Miami",123
33255.0,25.7657888,-80.2118472,CrossFit Shazam Miami,"1012 Southwest 8th Street, Miami",33
33255.0,na,na,Baseball Fields,Miami,na
33255.0,25.7956905,-80.23191349999999,Iramis Portero,"2060 Northwest 22nd Avenue, Miami",1
33255.0,na,na,Team Life Fitness,"Northwest 23rd Avenue, Miami",na
33255.0,25.79765739999999,-80.2270557,Panama boxing Studio,"1851 Northwest 22nd Street, Miami",3
33255.0,25.7953996,-80.23545879999999,Crunch Time Inc.,"2065 Northwest 24th Avenue, Miami",1
33255.0,25.7978971,-80.2190303,Les Ailes du Désir (LADD) | Miami Contemporary Circus School,"1395 Northwest 22nd Street, Miami",4
33255.0,25.77813189999999,-80.2214982,Estadio,"Marlins Way, Miami",4
33255.0,na,na,Panama Boxing Studio,Miami,na
33255.0,25.7796513,-80.2121969,Gym in Miami,"1031 Northwest 6 Street, Miami",2
33255.0,na,na,Healthy Live Center Corporation,"1800 Southwest 1st Street, Miami",na
33255.0,na,na,Kyokuyama Fighting Gym,"Beacom Boulevard, Miami",na
33255.0,na,na,RGH Community Services Inc,"1756 Southwest 8th Street #202, Miami",na
33255.0,25.7793182,-80.2076482,Spring Garden Point Park,"601 Northwest 7th Street Road, Miami",1
33255.0,na,na,Friends Fitness Club,"1749 Southwest 8th Street, Miami",na
33255.0,na,na,"BOACO FIRE STOP, INC.","1749 Southwest 8th Street, Miami",na
33255.0,25.7652434,-80.2309734,Fitness Lovers 305,"2206 Southwest 8th Street, Miami",69
33255.0,25.8131647,-80.2249506,Showtime Boxing Gym,"4110 Northwest 17th Avenue, Miami",1
33255.0,na,na,Boom Boom Sport Fitness,"816 Southwest 12th Court, Miami",na
33255.0,25.8083823,-80.2076027,Kenergy Pilates,"3416 Northwest 7th Avenue, Miami",2
33255.0,na,na,Miami Flying Trapeze,"936 Northwest 2nd Avenue, Miami",na
33255.0,25.7894545,-80.19727519999999,Solid Foundation Fitness,"129 Northwest 15th Street, Miami",3
33255.0,25.79616799999999,-80.1983,Katie Sonier Gym,"2035 Northwest 1st Place, Miami",7
33255.0,25.7959109,-80.19816709999999,Hybrid Performance Method Gym - Miami,"2021 Northwest 1st Place, Miami",10
33256.0,25.6481844,-80.338144,Florida Gymnastics Training,"13115 Southwest 89th Avenue, Miami",21
33256.0,25.65579799999999,-80.32691,The Yoga Institute of Miami,"8241 Southwest 124th Street, Miami",14
33256.0,na,na,The Core Pilates,"9300 South Dixie Highway #207, Miami",na
33256.0,25.64759,-80.337653,Precision Personal Training,"8861 Southwest 132nd Street, Miami",15
33256.0,na,na,Williamson Fitness,"9100 South Dadeland Boulevard, Miami",na
33256.0,25.6580153,-80.3266845,Pinecrest Pilates,"12115 South Dixie Highway, Miami",4
33256.0,25.646885,-80.33511299999999,Crossfit Threshold,"8771 Southwest 133rd Street, Miami",13
33256.0,25.68679749999999,-80.3124359,Corpo Yoga Studio Miami,"9030 Southwest 72nd Court, Downtown Dadeland, Miami",25
33256.0,25.641196,-80.334295,SUNSHINE HOT YOGA,"13847 South Dixie Highway, Miami",17
33256.0,25.648992,-80.33682600000002,Paradise Gym,"8815 Southwest 131st Street, Miami",23
33256.0,25.6443571,-80.3311801,Orangetheory Fitness,"8511 Southwest 136th Street, Pinecrest",42
33256.0,25.655651,-80.32699099999999,Pinecrest Martial Arts Machida Karate Miami,"8239 Southwest 124th Street B, Pinecrest",1
33256.0,25.64891,-80.337051,Miami Strength and Fitness Club,"8855 Southwest 131st Street, Miami",17
33256.0,25.6506534,-80.32974349999999,Gymagination,"12855 South Dixie Highway, Pinecrest",1
33256.0,25.664535,-80.32377,Pure Barre - Miami (Pinecrest),"11349 South Dixie Highway, Pinecrest",7
33256.0,25.6603637,-80.3254515,RZone Fitness For Women in Pinecrest,"11845 South Dixie Highway, Pinecrest",25
33256.0,25.6804158,-80.31886569999999,Teknica Martial Arts,"3771, 9620 Southwest 77th Avenue, Pinecrest",24
33256.0,25.6805604,-80.3161787,Body & Brain Yoga Tai Chi,"9727 South Dixie Highway, Pinecrest",167
33256.0,25.6479301,-80.33315429999999,FT Pinecrest,"13111 Southwest 85th Avenue Road, Miami",1
33256.0,25.687051,-80.3158267,BMIWELLNESS - BMI Companies,"Town Center One, 8950 SW 74 Court, PH 23-24, Miami",1
33256.0,25.6488826,-80.3355508,Wolfpack Boxing Club,"8753 Southwest 131st Street, Miami",6
33256.0,25.6493744,-80.3368002,Falls Fitness,"8830 Southwest 129th Terrace, Miami",5
33256.0,25.6478986,-80.33758759999999,Kids Fitness Palace,"8861 Southwest 132nd Street, Miami",4
33256.0,25.6508009,-80.338993,The Ballet Space | Soul Purpose Studio,"8929 Southwest 129th Street, Miami",5
33256.0,25.6493418,-80.337352,Bodhi Yoga,"8864 Southwest 129th Terrace, Miami",38
33256.0,25.6482207,-80.33567359999999,CrossFit MIA,"8764 Southwest 131st Street, Miami",15
33256.0,25.647165,-80.3359603,Sensory Fitness,"8790 Southwest 132nd Street, Miami",14
33256.0,25.6873465,-80.3138038,Polestar Pilates Education,"7300 North Kendall Drive #105, Miami",18
33256.0,25.6865073,-80.312677,Orangetheory Fitness,"9045 Southwest 72nd Place e150c, Kendall",18
33256.0,25.641331,-80.3346143,ibeyond pilates,"13825 South Dixie Highway, Miami",2
33256.0,na,na,Miami Firm Body,"10001 Southwest 82nd Avenue, Miami",na
33256.0,25.680381,-80.31519879999999,Pilates With Nikita LLC,"9719 South Dixie Highway Suite # 10, Miami",1
33256.0,25.68289,-80.313656,9Round Pinecrest,"9495 South Dixie Highway, Pinecrest",9
33256.0,25.6494243,-80.3368788,Body Code Fitness,"8830 Southwest 129th Terrace, Miami",2
33256.0,na,na,Vice Fitness,"8911 Southwest 129th Street, Miami",na
33256.0,25.6490347,-80.3368464,More Life Fitness,"8815 Southwest 131st Street, Miami",5
33256.0,25.6488732,-80.33661839999999,Sucker Punch Fitness,"8803 Southwest 131st Street, Miami",1
33256.0,na,na,The Yoga School Miami,"8760 Southwest 131st Street, Miami",na
33256.0,25.64823269999999,-80.3358021,The 305 club,"8770 Southwest 131st Street, Miami",2
