ZIP,latgym,longym,Gym,Address,UserRating
33135.0,25.7657888,-80.2118472,CrossFit Shazam Miami,"1012 Southwest 8th Street, Miami",33
33135.0,na,na,Universal Health Services Inc,"955 Northwest 3rd Street, Miami",na
33135.0,25.754953,-80.258507,Body & Brain Yoga Tai Chi,"1911 Ponce de Leon Boulevard, Coral Gables",58
33135.0,25.75537,-80.258265,Epic Interval Training Coral Gables,"169 Majorca Avenue, Coral Gables",24
33135.0,25.78296,-80.210639,Forrest Pilates,"936 Northwest 9th Court, Miami",4
33135.0,25.7509571,-80.25561909999999,WaterBiking Studio,"59 Merrick Way, Coral Gables",111
33135.0,25.7505661,-80.2552798,Pilates ProWorks® Miami,"25 Merrick Way, Coral Gables",21
33135.0,na,na,RGH Community Services Inc,"1756 Southwest 8th Street #202, Miami",na
33135.0,na,na,Kyokuyama Fighting Gym,"Beacom Boulevard, Miami",na
33135.0,25.7652434,-80.2309734,Fitness Lovers 305,"2206 Southwest 8th Street, Miami",69
33135.0,na,na,Healthy Live Center Corporation,"1800 Southwest 1st Street, Miami",na
33135.0,na,na,Friends Fitness Club,"1749 Southwest 8th Street, Miami",na
33135.0,na,na,"BOACO FIRE STOP, INC.","1749 Southwest 8th Street, Miami",na
33135.0,25.77813189999999,-80.2214982,Estadio,"Marlins Way, Miami",4
33135.0,na,na,Baseball Fields,Miami,na
33135.0,na,na,Boom Boom Sport Fitness,"816 Southwest 12th Court, Miami",na
33135.0,25.7501464,-80.2360096,Abhaya Holistic Center,"2490 Coral Way Suite #200, Miami",6
33135.0,na,na,Yoga & More,"2753 Coral Way, Coral Gables",na
33135.0,25.7648775,-80.25670389999999,Ultrabody Fitness,"799 Galiano Street, Coral Gables",1
33135.0,25.7503563,-80.2444658,Casa di Lashes,"3119 Coral Way, Miami",32
33135.0,na,na,The Yoga Tree,"Southwest 32nd Avenue, Miami",na
33135.0,25.7468598,-80.23830509999999,Equilibrium the pilates studio,"2350 Southwest 27th Avenue Suite 102, Miami",2
33135.0,na,na,Spa Fabiola,Miami,na
33135.0,25.7796513,-80.2121969,Gym in Miami,"1031 Northwest 6 Street, Miami",2
33135.0,25.766202,-80.207067,Planet Fitness,"775 Southwest 8th Avenue, Miami",52
33135.0,na,na,Espa International Inc,"2000 Ponce de Leon Boulevard, Coral Gables",na
33135.0,na,na,Water Therapy,"85 Merrick Way, Coral Gables",na
33135.0,25.7504724,-80.2554913,Legacy Fit Coral Gables,"22 Merrick Way, Coral Gables",19
33135.0,na,na,Team Life Fitness,"Northwest 23rd Avenue, Miami",na
33135.0,na,na,Slytrainingmiami Client,"2263 Southwest 37th Avenue, Miami",na
33135.0,25.7953996,-80.23545879999999,Crunch Time Inc.,"2065 Northwest 24th Avenue, Miami",1
33135.0,25.774191,-80.26394599999999,Crossfit APR,"248 Northwest 42nd Avenue, Miami",15
33135.0,25.7793182,-80.2076482,Spring Garden Point Park,"601 Northwest 7th Street Road, Miami",1
33135.0,25.741991,-80.23723,Premier Athletic Rehab Center (PARC),"2631 Southwest 27th Street, Miami",33
33136.0,25.7705359,-80.1896106,Exhale Downtown Miami,"270 Biscayne Boulevard Way #16, Miami",21
33136.0,25.7649411,-80.1943902,LA Fitness,"900 South Miami Avenue #236, Miami",240
33136.0,25.7999273,-80.1932356,LegacyFit,"77 Northeast 24th Street, Miami",46
33136.0,na,na,Landa-Galindez Amalia M MD,"1611 Northwest 12th Avenue # 233, Miami",na
33136.0,25.791434,-80.212504,Calderon Moren Rossana M MD,"1611 Northwest 12th Avenue # 233, Miami",1
33136.0,na,na,Rosales Leo E MD,"1611 Northwest 12th Avenue # 233, Miami",na
33136.0,25.795443,-80.192596,Fight Club,"120 Northeast 20th Street, Miami",283
33136.0,25.7659418,-80.1949659,Hot Yoga Brickell (Nacho Cano),"809 Southwest 1st Avenue, Miami",28
33136.0,25.809339,-80.191521,Kitty Kat Pole Dancing,"3301 Northeast 1st Avenue #113, Miami",117
33136.0,25.772552,-80.201335,Dharmi Yoga,"118 Southwest South River Drive, Miami",1
33136.0,25.8036821,-80.19372059999999,CrossFit Wynwood,"56 Northeast 29th Street, Miami",34
33136.0,25.7943568,-80.1955821,Punch Elite Fitness,"1901 Northwest Miami Court, Miami",23
33136.0,25.8001464,-80.1885485,Peak Physique & Performance,"350 Northeast 24th Street #102, Miami",27
33136.0,na,na,Sanatura - Yoga Miami,"77 Northeast 24th Street, Miami",na
33136.0,na,na,Getting Fit Miami,"199 East Flagler Street, Miami",na
33136.0,25.7763292,-80.1888644,Orangetheory Fitness,"269 Northeast 2nd Street, Miami",55
33136.0,25.7796569,-80.223461,POWER GYM,"1710 NW South River Dr #202, Miami",27
33136.0,25.78296,-80.210639,Forrest Pilates,"936 Northwest 9th Court, Miami",4
33136.0,25.790966,-80.194476,ERA Fit,"1625 North Miami Avenue, Miami",113
33136.0,na,na,Universal Health Services Inc,"955 Northwest 3rd Street, Miami",na
33136.0,25.7871486,-80.19225039999999,Crossfit Downtown Miami,"1311 Northeast 1st Avenue, Miami",21
33136.0,25.792416,-80.20273999999999,Wynwood Wrestling,"Williams Park, 1717 Northwest 5 Avenue, Miami",2
33136.0,25.7871651,-80.21294379999999,UHealth Fitness & Wellness Center,"1120 Northwest 14th Street 9th Floor, Miami",97
33136.0,25.790966,-80.194476,Elev8tion Fitness,"1625 North Miami Avenue, Miami",47
33136.0,25.7774732,-80.2060006,Ferrino Sports Fitness Club : Downtown Miami,"341 Northwest South River Drive, Miami",33
33136.0,25.7914044,-80.19431490000001,Formula fight fitness,"1657 North Miami Avenue, Miami",5
33136.0,25.7922485,-80.1945134,"Budokon Academy Miami - BJJ, MMA, Calisthenics & Yoga","1731 North Miami Avenue, Miami",19
33136.0,25.7889055,-80.1931213,Miami Stretch Therapy,"1424 Northeast Miami Place #3408, Miami",57
33136.0,25.7959534,-80.1986802,Republic of Movement,"2021 Northwest 2nd Avenue, Miami",7
33136.0,25.7992881,-80.1997567,Milan Pole Dance Studio - Miami,"250 Northwest 23rd Street #408, Miami",63
33136.0,25.800621,-80.20483,Wynwood Yoga,"584 Northwest 26th Street, Miami",24
33136.0,25.773565,-80.20294299999999,CrossFit Ambush Miami,"500 West Flagler Street, Miami",123
33136.0,25.7925177,-80.1903318,Real Padel Miami,"1739 Northeast 2nd Avenue, Miami",27
33136.0,25.799575,-80.196922,Miami Arts Charter School Wynwood,"95 Northwest 23rd Street, Miami",14
33136.0,na,na,Yoga with Anamaria,"1075 Biscayne Boulevard, Miami",na
33136.0,25.79961969999999,-80.1959626,Innerride Fitness,"50 Northwest 24th Street Suite #107, Miami",31
33136.0,25.801596,-80.20201,JetSet Miami,"401 Northwest 26th Street, Miami",30
33136.0,25.772552,-80.201335,Yoga-Water®. SUP_Yoga,"118 Southwest South River Drive, Miami",4
33136.0,25.802992,-80.204228,Bodytek Fitness Wynwood - Miami,"545 Northwest 28th Street, Miami",51
33136.0,25.8030721,-80.2042682,VIXEN WORKOUT,"547 Northwest 28th Street, Miami",17
33136.0,na,na,Power Fit Studios,"1717 North Bayshore Drive, Miami",na
33136.0,25.7928386,-80.18691679999999,Fitbox Method,"1756 North Bayshore Drive #119, Miami",232
33136.0,25.77195,-80.19599699999999,MYOCORTEX Human Performance Systems,"111 Southwest 3rd Street, Miami",13
33136.0,25.79669299999999,-80.1880728,The Barre Code,"2063 Biscayne Boulevard, Miami",10
33136.0,25.8026884,-80.19543589999999,"Pilathon, Pilates & Athletic Center","2700 North Miami Avenue, Miami",11
33136.0,25.773014,-80.191771,MSM FIGHT SHOP MIAMI,"115 Southeast 1st Avenue, Miami",27
33136.0,25.7982696,-80.2201864,THENX Fitness Studio,"1412 Northwest 23rd Street, Miami",29
33136.0,25.772967,-80.190107,NuShape Studio - Downtown,"121 Southeast 2nd Avenue, Miami",7
33136.0,na,na,Legends Performance Project,"56 Northeast 29th Street, Miami",na
33136.0,na,na,Dancing Fit,"92 S.W. 3rd St., Unit CU-1, Miami",na
33136.0,25.769293,-80.195197,Society Fitness,"Riverfront, 92 Southwest 3rd Street, Miami",10
33136.0,na,na,DeiFit - Chair Yoga & Meditation Classes for Silver Sneakers and Medica Members 4 Locations,"Northwest North River Drive, Miami",na
33136.0,25.7677075,-80.1965898,BE SMART Fitness Lab,"175 Southwest 7th Street STE 1601, Miami",19
33136.0,25.7712666,-80.1893937,Yoga with Anamaria,"255 Biscayne Boulevard Way, Miami",5
33136.0,na,na,Athleatz,"Southeast Financial Center, 200 South Biscayne Boulevard #2791, Miami",na
33136.0,na,na,Odat Yoga,"711 Northeast 23rd Terrace #103, Miami",na
33136.0,25.7659825,-80.2019748,Om Beats Yoga Studio,"452 Southwest 8th Street, Miami",21
33136.0,25.7678936,-80.19349079999999,EPIC Hybrid Training - Miami,"620 South Miami Avenue, Miami",12
33136.0,na,na,Zumba,"801 Southwest 3rd Avenue, Miami",na
33136.0,25.7664573,-80.19474129999999,Trainer Shawn Personal Fitness Miami Brickell,"479 Southwest 3rd Street, Miami",9
33137.0,25.809339,-80.191521,Kitty Kat Pole Dancing,"3301 Northeast 1st Avenue #113, Miami",117
33137.0,25.827279,-80.187372,RYPT Gym,"5580 Northeast 4th Court, Miami",53
33137.0,25.7999273,-80.1932356,LegacyFit,"77 Northeast 24th Street, Miami",46
33137.0,25.8036821,-80.19372059999999,CrossFit Wynwood,"56 Northeast 29th Street, Miami",34
33137.0,25.822722,-80.1874431,Agni Miami,"5084 Biscayne Boulevard #101, Miami",32
33137.0,25.825297,-80.20226,KO ZONE,"301 Northwest 54th Street, Miami",83
33137.0,25.8001464,-80.1885485,Peak Physique & Performance,"350 Northeast 24th Street #102, Miami",27
33137.0,na,na,Miami Yoga Ganapati Rios,"585 Northeast 66th Street Suite 2, Miami",na
33137.0,na,na,Rock Star Healing Center,"6900 Biscayne Boulevard, Miami",na
33137.0,25.8189725,-80.191767,Bagua Center,"4736 Northeast 2nd Avenue, Miami",61
33137.0,25.832881,-80.188974,The Oasis at Magic City Innovation District,"363 Northeast 61st Street, Miami",6
33137.0,na,na,Sanatura - Yoga Miami,"77 Northeast 24th Street, Miami",na
33137.0,25.8133541,-80.1953625,Oasis Yoga & Fitness Studios,"North Miami Avenue, Miami",1
33137.0,25.8228969,-80.18939069999999,Miami Yoga Shala Inc.,"350 Northeast 51st Street, Miami",2
33137.0,25.830526,-80.188232,CrossFit 305 of Miami,"5940 Northeast 4th Avenue, Miami",18
33137.0,25.8223195,-80.1874565,Polestar Pilates Biscayne,"5050 Biscayne Boulevard #201, Miami",38
33137.0,25.822568,-80.18753199999999,B-Fit Biscayne,"5080 Biscayne Blvd, Suite 1-B, Miami",46
33137.0,na,na,Birgit Hefler,"4500 Biscayne Boulevard #202, Miami",na
33137.0,25.82590699999999,-80.187483,The Pilates Place Studios,"5400 Federal Highway #4A, Miami",3
33137.0,25.812368,-80.190973,DBC Fitness,"3841 Northeast 2nd Avenue #103, Miami",10
33137.0,25.82322899999999,-80.195032,URENERGY YOGA,"32 Northeast 52nd Street, Miami",2
33137.0,25.8120094,-80.1936266,Ahana Yoga,"3806 Northeast 1st Avenue, Miami",19
33137.0,25.8119387,-80.19381349999999,Orangetheory Fitness,"89 Northeast 38th Street, Miami",30
33137.0,25.8078433,-80.1922895,The Box,"3301 Northeast 1st Avenue #104, Miami",14
33137.0,25.8077691,-80.1930497,Barry's Bootcamp,"3250 Northeast 1st Avenue #105, Miami",12
33137.0,25.834036,-80.192587,Inhale Miami,"6310 Northeast 2nd Avenue, Miami",95
33137.0,25.8079862,-80.1954689,B2 Studio Boutique,"Northeast 25th Street, Miami",8
33137.0,na,na,Legends Performance Project,"56 Northeast 29th Street, Miami",na
33137.0,na,na,Odat Yoga,"711 Northeast 23rd Terrace #103, Miami",na
33137.0,25.8026884,-80.19543589999999,"Pilathon, Pilates & Athletic Center","2700 North Miami Avenue, Miami",11
33137.0,25.8404491,-80.1964216,SolBox Fitness Club,"7101 North Miami Avenue, Miami",36
33137.0,25.79961969999999,-80.1959626,Innerride Fitness,"50 Northwest 24th Street Suite #107, Miami",31
33137.0,25.79669299999999,-80.1880728,The Barre Code,"2063 Biscayne Boulevard, Miami",10
33137.0,25.8279594,-80.2084272,Bobby's Gym,"5708 Northwest 7th Avenue, Miami",14
33137.0,25.799575,-80.196922,Miami Arts Charter School Wynwood,"95 Northwest 23rd Street, Miami",14
33137.0,25.801596,-80.20201,JetSet Miami,"401 Northwest 26th Street, Miami",30
33137.0,25.8030721,-80.2042682,VIXEN WORKOUT,"547 Northwest 28th Street, Miami",17
33137.0,25.7992881,-80.1997567,Milan Pole Dance Studio - Miami,"250 Northwest 23rd Street #408, Miami",63
33137.0,25.802992,-80.204228,Bodytek Fitness Wynwood - Miami,"545 Northwest 28th Street, Miami",51
33137.0,25.814306,-80.190831,AVIVA PILATES,"4141 Northeast 2nd Avenue Suite 203A, Miami",9
33137.0,25.8121373,-80.1935786,Rise Nation Miami,"3814 Northeast 1st Avenue, Miami",68
33137.0,na,na,The Aqua Project,"6200 Northeast 4th Court, Miami",na
33137.0,25.8338749,-80.18846549999999,Element Aqua || Aquatic Fitness Studio,"6106, 6200 Northeast 4th Court, Miami",8
33137.0,25.8066592,-80.19236550000001,Solidcore Miami,"135 Northeast 32nd Street D-1, Miami",7
33137.0,na,na,Wellness Center,"150 Northwest 36th Street, Miami",na
33137.0,na,na,HuarcanShark,"301 Northwest 54th Street, Miami",na
33137.0,25.8037932,-80.19372059999999,Cyclewood,"56 Northeast 29th Street, Miami",5
33137.0,na,na,Trux Gym,"282 Northeast 71st Street, Miami",na
33137.0,na,na,Estudio Betsy,"2403B Northeast 2nd Avenue, Miami",na
33137.0,na,na,Trening,"7245 Northeast 4th Avenue, Miami",na
33137.0,25.7999892,-80.1902745,B2 Studio,"212 Northeast 24th Street, Miami",8
33137.0,25.841833,-80.18902,Ironflower Fitness,"7205 Northeast 4th Avenue, Miami",15
33137.0,na,na,Infinity Sports Institute,"163 Northeast 24th Street, Miami",na
33137.0,na,na,E Body Miami,"2251-2373 Northeast 2nd Avenue, Miami",na
33137.0,25.8425764,-80.18935239999999,Focused Movement Academy,"7269 Northeast 4th Avenue, Miami",25
33137.0,25.800603,-80.19614829999999,SOL Yoga Florida,"48 Northwest 25th Street, Miami",23
33137.0,na,na,Sculpt Private Training Gym,"350 Northeast 75th Street unit 101, Miami",na
33137.0,25.8447964,-80.1843427,F45 Training Upper Eastside,"7549 Biscayne Boulevard, Miami",3
33137.0,25.8083823,-80.2076027,Kenergy Pilates,"3416 Northwest 7th Avenue, Miami",2
33138.0,na,na,Miami Yoga Ganapati Rios,"585 Northeast 66th Street Suite 2, Miami",na
33138.0,na,na,Rock Star Healing Center,"6900 Biscayne Boulevard, Miami",na
33138.0,25.84926339999999,-80.1844275,Live Free Crossfit,"8033 Biscayne Boulevard, Miami",93
33138.0,25.8632447,-80.19276959999999,Primal Fit 360 Personal Training,"9531 Northeast 2nd Avenue, Miami Shores",148
33138.0,25.8744126,-80.1702755,Pilates Studio,"10787 Biscayne Boulevard, Miami",2
33138.0,25.860669,-80.18482399999999,MPower Project Fitness,"9301 Northeast 6th Avenue, Miami Shores",31
33138.0,25.8639095,-80.18995799999999,Impack Total Fitness Inc,"383 Northeast 96th Street, Miami Shores",1
33138.0,25.8579519,-80.1830757,Orangetheory Fitness,"9017 Biscayne Boulevard, Miami Shores",97
33138.0,25.8508971,-80.1850643,Renegade Pilates,"8250 Biscayne Boulevard Suite 200, Miami",28
33138.0,25.8481528,-80.18213449999999,BREATHE PILATES Miami,"715 Northeast 79th Street, Miami",13
33138.0,25.84852579999999,-80.18575700000001,Youfit Health Clubs,"553 Northeast 79th Street, Miami",366
33138.0,na,na,Raw Yoga,"8325 Northeast 2nd Avenue Unit 206, Miami",na
33138.0,25.8494669,-80.19266449999999,Santuario Miami Yoga,"8053 Northeast 2nd Avenue, Miami",21
33138.0,25.8632876,-80.1931999,305 Yoga,"9537 Northeast 2nd Avenue, Miami Shores",12
33138.0,na,na,Renegade Fitness,"157 Northwest 88th Street, El Portal",na
33138.0,25.832881,-80.188974,The Oasis at Magic City Innovation District,"363 Northeast 61st Street, Miami",6
33138.0,25.8404491,-80.1964216,SolBox Fitness Club,"7101 North Miami Avenue, Miami",36
33138.0,25.8422266,-80.2000101,Heroically Fit Private Gym,"7298 Northwest 1st Court, Miami",2
33138.0,25.8742596,-80.17024839999999,Zensei,"10705 Biscayne Boulevard, Miami",2
33138.0,25.8759425,-80.1700661,UFC GYM North Miami,"10990 Biscayne Boulevard, Miami",55
33138.0,25.834036,-80.192587,Inhale Miami,"6310 Northeast 2nd Avenue, Miami",95
33138.0,25.830526,-80.188232,CrossFit 305 of Miami,"5940 Northeast 4th Avenue, Miami",18
33138.0,25.8578754,-80.182324,Muay Thai Kickboxing,Miami Shores,2
33138.0,na,na,Tree of Life Center Miami,"8101 Biscayne Boulevard #506, Miami",na
33138.0,25.849263,-80.184427,Live Free Zone Training,"8033 Biscayne Boulevard, Miami",9
33138.0,25.8495136,-80.185818,Atos Miami Brazilian Jiu-Jitsu,"567 Northeast 81st Street, Miami",20
33138.0,25.8642443,-80.18349789999999,Blue Dragon Taekwon-Do,Miami Shores,6
33138.0,25.8517644,-80.1926064,Grassroots Wellness,"8325 Northeast 2nd Avenue, Miami",12
33138.0,25.8447964,-80.1843427,F45 Training Upper Eastside,"7549 Biscayne Boulevard, Miami",3
33138.0,25.8629638,-80.1931689,CykleJab,"9521 Northeast 2nd Avenue, Miami Shores",21
33138.0,na,na,Sculpt Private Training Gym,"350 Northeast 75th Street unit 101, Miami",na
33138.0,25.8425764,-80.18935239999999,Focused Movement Academy,"7269 Northeast 4th Avenue, Miami",25
33138.0,25.841833,-80.18902,Ironflower Fitness,"7205 Northeast 4th Avenue, Miami",15
33138.0,na,na,Trening,"7245 Northeast 4th Avenue, Miami",na
33138.0,na,na,Earth Air Yoga,"7630 Northeast 1st Avenue, Miami",na
33138.0,na,na,Trux Gym,"282 Northeast 71st Street, Miami",na
33138.0,na,na,Yoga Veda Center,"1316 Northeast 105th Street #204, Miami Shores",na
33138.0,na,na,Yasmin Y Gonzalez,"499 Northwest 79th Street, Miami",na
33138.0,25.8338749,-80.18846549999999,Element Aqua || Aquatic Fitness Studio,"6106, 6200 Northeast 4th Court, Miami",8
33138.0,na,na,The Aqua Project,"6200 Northeast 4th Court, Miami",na
33138.0,na,na,Yogathy,"11077 Biscayne Boulevard #407, Miami",na
33129.0,25.7705359,-80.1896106,Exhale Downtown Miami,"270 Biscayne Boulevard Way #16, Miami",21
33129.0,25.7649411,-80.1943902,LA Fitness,"900 South Miami Avenue #236, Miami",240
33129.0,25.7659418,-80.1949659,Hot Yoga Brickell (Nacho Cano),"809 Southwest 1st Avenue, Miami",28
33129.0,25.75988,-80.2002017,Sanctuary Seven Pilates,"1797 Southwest 3rd Avenue, Miami",13
33129.0,25.7504062,-80.22765969999999,Yoga House Miami,"2050 Coral Way #602, Miami",93
33129.0,25.7580426,-80.1991177,Skanda Yoga Studio,"1800 Southwest 1st Avenue #102, Miami",32
33129.0,25.758913,-80.19215899999999,Equinox Brickell,"1441 Brickell Avenue #4, Miami",42
33129.0,25.772552,-80.201335,Dharmi Yoga,"118 Southwest South River Drive, Miami",1
33129.0,25.7582027,-80.1988872,Cure Fitness,"1800 Southwest 1st Avenue, Miami",7
33129.0,25.760526,-80.2005449,Dubail Fitness Institute,"1785 Southwest 3rd Avenue, Miami",13
33129.0,25.765386,-80.225644,Arena Combat Sports /Kickboxing /BJJ /MMA / Boxing,"1852 Southwest 8th Street, Miami",24
33129.0,na,na,Getting Fit Miami,"199 East Flagler Street, Miami",na
33129.0,25.7610707,-80.19434389999999,Pilates Center by Bernadette,"260 Crandon Boulevard #36, Key Biscayne",1
33129.0,na,na,Biotonic Brickell,"801 Brickell Bay Drive, Miami",na
33129.0,25.7600264,-80.1973356,Pilates Rejuvenation & Wellness,"1513 Southwest 2nd Avenue, Miami",1
33129.0,25.7659825,-80.2019748,Om Beats Yoga Studio,"452 Southwest 8th Street, Miami",21
33129.0,25.7657888,-80.2118472,CrossFit Shazam Miami,"1012 Southwest 8th Street, Miami",33
33129.0,na,na,Zumba,"801 Southwest 3rd Avenue, Miami",na
33129.0,25.7645881,-80.1960352,Club Pilates,"117 Southwest 10th Street Suite 103, Miami",25
33129.0,25.7658131,-80.1951169,TITLE Boxing Club,"829 Southwest 1st Avenue, Miami",105
33129.0,na,na,Bikram brickell,"809 Southwest 1st Avenue, Miami",na
33129.0,25.7661371,-80.1949063,Bikram Hot Yoga,"90 Southwest 8th Street, Miami",4
33129.0,25.7655381,-80.1940393,SoulCycle BRKL - Brickell,"25 Southwest 9th Street g102, Miami",18
33129.0,25.7677075,-80.1965898,BE SMART Fitness Lab,"175 Southwest 7th Street STE 1601, Miami",19
33129.0,25.7655526,-80.1938053,Equinox Brickell Heights,"25 Southwest 9th Street g103, Miami",36
33129.0,25.7664573,-80.19474129999999,Trainer Shawn Personal Fitness Miami Brickell,"479 Southwest 3rd Street, Miami",9
33129.0,25.7631266,-80.1917917,The Cage Boxing Club,"1060 Brickell Avenue #M3, Miami",33
33129.0,25.7678936,-80.19349079999999,EPIC Hybrid Training - Miami,"620 South Miami Avenue, Miami",12
33129.0,25.769293,-80.195197,Society Fitness,"Riverfront, 92 Southwest 3rd Street, Miami",10
33129.0,na,na,Dancing Fit,"92 S.W. 3rd St., Unit CU-1, Miami",na
33129.0,25.772552,-80.201335,Yoga-Water®. SUP_Yoga,"118 Southwest South River Drive, Miami",4
33129.0,25.773565,-80.20294299999999,CrossFit Ambush Miami,"500 West Flagler Street, Miami",123
33129.0,25.77195,-80.19599699999999,MYOCORTEX Human Performance Systems,"111 Southwest 3rd Street, Miami",13
33129.0,na,na,hot yoga miami,"2050 Coral Way, Miami",na
33129.0,25.773014,-80.191771,MSM FIGHT SHOP MIAMI,"115 Southeast 1st Avenue, Miami",27
33129.0,25.7712666,-80.1893937,Yoga with Anamaria,"255 Biscayne Boulevard Way, Miami",5
33129.0,na,na,Universal Health Services Inc,"955 Northwest 3rd Street, Miami",na
33129.0,25.7774732,-80.2060006,Ferrino Sports Fitness Club : Downtown Miami,"341 Northwest South River Drive, Miami",33
33129.0,25.772967,-80.190107,NuShape Studio - Downtown,"121 Southeast 2nd Avenue, Miami",7
33129.0,na,na,Athleatz,"Southeast Financial Center, 200 South Biscayne Boulevard #2791, Miami",na
33129.0,25.7763292,-80.1888644,Orangetheory Fitness,"269 Northeast 2nd Street, Miami",55
33129.0,25.7363154,-80.21798369999999,TrueBalance,"3 Grove Isle Drive, Miami",2
33129.0,na,na,Forrest Energy,"1751 West Flagler Street, Miami",na
33129.0,25.7675035,-80.22843209999999,Gomez Park,"2037 Southwest 6th Street, Miami",3
33129.0,25.750319,-80.231706,Push PTS - GYM & Fitness Center,"3509, 2274 Coral Way, Coral Gables",18
33129.0,25.7650215,-80.23086959999999,Morphē Health & Fitness Studio,"810 Southwest 22nd Avenue, (Park in Rear), Miami",16
33129.0,25.7502849,-80.2318655,ColdWave Cryo,"2292 Coral Way, Miami",4
33129.0,na,na,Multisport Miami,"2395 Coral Way, Miami",na
33129.0,25.78296,-80.210639,Forrest Pilates,"936 Northwest 9th Court, Miami",4
33129.0,na,na,RGH Community Services Inc,"1756 Southwest 8th Street #202, Miami",na
33129.0,25.7601547,-80.2004066,KARATE -DO JOSHINMON,"1781 Southwest 3rd Avenue, Miami",1
33129.0,na,na,Mottafied Bodies LLC,Miami,na
33129.0,25.766202,-80.207067,Planet Fitness,"775 Southwest 8th Avenue, Miami",52
33129.0,25.76097,-80.194372,JetSet Miami,"40 Southwest 13th Street #504, Miami",40
33129.0,25.7567462,-80.1925342,"The Palace Condominium Association, Inc.","1541 Brickell Avenue, Miami Beach",5
33129.0,na,na,Boom Boom Sport Fitness,"816 Southwest 12th Court, Miami",na
33129.0,na,na,obra coconuts groouts,"0141140060820, Miami",na
33129.0,25.76744639999999,-80.1962813,CKO Kickboxing Brickell,"151 Southwest 7th Street, Miami",65
33129.0,25.7691668,-80.1993798,Jose Marti Gym,"434 Southwest 3rd Avenue, Miami",60
33129.0,25.771957,-80.195982,Monster Cast Private Fitness Club,"111 Southwest 3rd Street #700, Miami",13
33128.0,25.7705359,-80.1896106,Exhale Downtown Miami,"270 Biscayne Boulevard Way #16, Miami",21
33128.0,25.7649411,-80.1943902,LA Fitness,"900 South Miami Avenue #236, Miami",240
33128.0,25.791434,-80.212504,Calderon Moren Rossana M MD,"1611 Northwest 12th Avenue # 233, Miami",1
33128.0,na,na,Landa-Galindez Amalia M MD,"1611 Northwest 12th Avenue # 233, Miami",na
33128.0,na,na,Rosales Leo E MD,"1611 Northwest 12th Avenue # 233, Miami",na
33128.0,25.795443,-80.192596,Fight Club,"120 Northeast 20th Street, Miami",283
33128.0,25.7659418,-80.1949659,Hot Yoga Brickell (Nacho Cano),"809 Southwest 1st Avenue, Miami",28
33128.0,25.7999273,-80.1932356,LegacyFit,"77 Northeast 24th Street, Miami",46
33128.0,25.75988,-80.2002017,Sanctuary Seven Pilates,"1797 Southwest 3rd Avenue, Miami",13
33128.0,25.7580426,-80.1991177,Skanda Yoga Studio,"1800 Southwest 1st Avenue #102, Miami",32
33128.0,25.772552,-80.201335,Dharmi Yoga,"118 Southwest South River Drive, Miami",1
33128.0,25.758913,-80.19215899999999,Equinox Brickell,"1441 Brickell Avenue #4, Miami",42
33128.0,25.7582027,-80.1988872,Cure Fitness,"1800 Southwest 1st Avenue, Miami",7
33128.0,25.7943568,-80.1955821,Punch Elite Fitness,"1901 Northwest Miami Court, Miami",23
33128.0,25.760526,-80.2005449,Dubail Fitness Institute,"1785 Southwest 3rd Avenue, Miami",13
33128.0,na,na,Getting Fit Miami,"199 East Flagler Street, Miami",na
33128.0,25.7763292,-80.1888644,Orangetheory Fitness,"269 Northeast 2nd Street, Miami",55
33128.0,25.765386,-80.225644,Arena Combat Sports /Kickboxing /BJJ /MMA / Boxing,"1852 Southwest 8th Street, Miami",24
33128.0,25.7796569,-80.223461,POWER GYM,"1710 NW South River Dr #202, Miami",27
33128.0,25.78296,-80.210639,Forrest Pilates,"936 Northwest 9th Court, Miami",4
33128.0,na,na,Biotonic Brickell,"801 Brickell Bay Drive, Miami",na
33128.0,25.7610707,-80.19434389999999,Pilates Center by Bernadette,"260 Crandon Boulevard #36, Key Biscayne",1
33128.0,25.790966,-80.194476,ERA Fit,"1625 North Miami Avenue, Miami",113
33128.0,na,na,Universal Health Services Inc,"955 Northwest 3rd Street, Miami",na
33128.0,25.7774732,-80.2060006,Ferrino Sports Fitness Club : Downtown Miami,"341 Northwest South River Drive, Miami",33
33128.0,25.773565,-80.20294299999999,CrossFit Ambush Miami,"500 West Flagler Street, Miami",123
33128.0,25.772552,-80.201335,Yoga-Water®. SUP_Yoga,"118 Southwest South River Drive, Miami",4
33128.0,25.77195,-80.19599699999999,MYOCORTEX Human Performance Systems,"111 Southwest 3rd Street, Miami",13
33128.0,na,na,Dancing Fit,"92 S.W. 3rd St., Unit CU-1, Miami",na
33128.0,25.769293,-80.195197,Society Fitness,"Riverfront, 92 Southwest 3rd Street, Miami",10
33128.0,25.773014,-80.191771,MSM FIGHT SHOP MIAMI,"115 Southeast 1st Avenue, Miami",27
33128.0,25.7677075,-80.1965898,BE SMART Fitness Lab,"175 Southwest 7th Street STE 1601, Miami",19
33128.0,25.7659825,-80.2019748,Om Beats Yoga Studio,"452 Southwest 8th Street, Miami",21
33128.0,na,na,Zumba,"801 Southwest 3rd Avenue, Miami",na
33128.0,25.7871486,-80.19225039999999,Crossfit Downtown Miami,"1311 Northeast 1st Avenue, Miami",21
